estlocus3,Indos,"Assyriosque ultra tendes , Garabacthra , uel Indos ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div3.l65.w6,17725
estlocus1,Francia,"Per maria et terras Francia uecta suas ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div3.l72.w5,17948
estlocus1,Idume,"Victricemque piam palmis ornabit Idume ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div3.l73.w5,17984
estlocus1,Canopo,"Nec ueneranda fero regnabitur ora Canopo ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div3.l79.w6,18152
estlocus1,Francia,Francia ; coniurant terra polusque simul .,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div3.l8.w1,15822
estlocus1,Iordanis,"Iordanis , loto mystica lympha Deo .",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div3.l84.w1,18272
estlocus1,Euphrates,"Tigris et Euphrates sacrabitur , Indus , Hidaspes ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div3.l85.w3,18312
estlocus1,Indus,"Tigris et Euphrates sacrabitur , Indus , Hidaspes ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div3.l85.w5,18324
estlocus1,Hidaspes,"Tigris et Euphrates sacrabitur , Indus , Hidaspes ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div3.l85.w6,18332
estlocus1,Araxes,"Inque pios latices uerti exultabit Araxes ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div3.l87.w6,18392
estlocus3,Arabs,"Thrax , Scytha , Maurus , Arabs , concors ditione sub una ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div3.l99.w4,18861
estlocus2,Hetruscis,"Tybris et Hetruscis Ilia mater aquis ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div4.l16.w3,19498
estlocus2,Antenoreo,Siue Antenoreo genitrix Aquileia Timauo,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div4.l17.w2,19526
estlocus1,Aquileia,Siue Antenoreo genitrix Aquileia Timauo,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div4.l17.w4,19534
estlocus2,Ionio,Turpiter Ionio lintea mille mari .,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div4.l76.w2,21460
estlocus1,Florentiam,5 . Ad Florentiam postulantem leuam Sancti Ioannis,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div5.head.w3,21706
estlocus3,Aegypthusne,Aegypthusne canes et sua monstra daret ?,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div5.l46.w1,23289
estlocus1,Florentia,"Tu uero poscis , quam nos , Florentia , sacram",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div5.l47.w6,23349
estlocus1,Florentia,"Quam , rogo , quam leuam poscit Florentia ? Vel si",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div5.l5.w6,21906
estlocus2,Itala,Accedet nostris Itala terra malis .,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div5.l88.w3,24860
estlocus1,Ister,Sat coniuratus Tanais peccauit et Ister,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div5.l93.w6,25044
estlocus4,Bandala,"Bandala sat tulimus Sarranaque saecula , Romae",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div1.div5.l95.w1,25080
estlocus4,Iudaea,Aut alios latices quam gens Iudaea propinat,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div2.div2.l10.w6,38731
estlocus1,Iordanis,"Crimina , Iordanis refluo conuersa refluxit",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div2.div2.l114.w2,42251
estlocus4,Iudaea,"Hunc , gentes , audite ! Tamen , Iudaea propago ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div2.div2.l117.w5,42390
estlocus2,Erythraei,Rursus Erythraei diuisa per aequora ponti,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div2.div2.l128.w2,42746
estlocus4,Hymetia,Et Siculum nectar praestant et Hymetia mella .,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div2.div2.l16.w6,38934
estlocus4,Herebus,Aut Herebus uasta caligine teter opacet .,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div2.div2.l167.w2,44185
estlocus4,Falerna,"Vina Falerna solent , circumfluit ubere pleno",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div2.div2.l207.w2,45464
estlocus2,Cyrrhaeo,"Flumina , nec fragiles Cyrrhaeo e uertice laurus ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div2.div2.l5.w4,38547
estlocus4,Iudaea,"Gens Iudaea ferox , immanior omnibus una",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div2.div2.l60.w2,40451
estlocus1,Iordanis,"Teque Iordanis sacer irrigauit ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div2.div3.l3.w2,51216
estlocus1,Acherontis,"Hostium uictrix , Acherontis horror ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div2.div3.l57.w3,52398
estlocus4,Acheloia,"Num si Trinacrias , Acheloia monstra , uolucres",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div2.div6.l104.w4,67645
estlocus4,Acheloia,"Quando aliter tetras , Acheloia monstra , uolucres",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div2.div7.l14.w4,68826
estlocus2,Aethnaeis,"Effugis , Aethnaeis scopulis saxoque Sicano",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div2.div7.l18.w2,68946
estlocus4,Hyblaeisque,"Dulcior Hyblaeisque fauis fluat , illa dolores",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div2.div7.l65.w2,70468
estlocus2,Idalii,"Idalii nec si detur noua copia luci ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div1.l105.w1,75932
estlocus1,Ancon,Hinc tibi nec priscis ingloria laudibus Ancon,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div1.l109.w7,76084
estlocus1,Appeninus,"Transmittitque tuos glaciem Appeninus in usus ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div1.l113.w4,76192
estlocus1,Adria,Lasciuire suis Adria gaudet aquis .,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div1.l116.w3,76292
estlocus4,Boreas,"Haec loca foecundat Boreas , sed collis et Auster",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div1.l33.w4,73677
estlocus4,Auster,"Haec loca foecundat Boreas , sed collis et Auster",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div1.l33.w8,73697
estlocus1,Auerna,"Noxia pestiferum uirus Auerna uomunt ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div1.l52.w4,74314
estlocus1,Europam,"Europam atque Asiam iactitet ille licet ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div10.l18.w1,89065
estlocus1,Asiam,"Europam atque Asiam iactitet ille licet ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div10.l18.w3,89073
estlocus1,Germania,"Nam , uelut inuictis tribuit Germania Drusis ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div10.l5.w5,88630
estlocus2,Dacica,"Victori aut nomen Dacica terra suo ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div10.l6.w4,88658
estlocus3,Affrica,"Aut sua Scipiadae dedit Affrica , Creta Metello ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div10.l7.w5,88694
estlocus1,Creta,"Aut sua Scipiadae dedit Affrica , Creta Metello ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div10.l7.w6,88702
estlocus2,Haesperia,"Siue haec Haesperia est , siue Arctica stella uicissim ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div11.l27.w3,90106
estlocus2,Arctica,"Siue haec Haesperia est , siue Arctica stella uicissim ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div11.l27.w6,90122
estlocus4,Dictaeum,"Qualia Dictaeum malit habere genus ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div11.l32.w2,90286
estlocus2,Dionaeo,"Atque Dionaeo multum praefulgurat astro ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div11.l33.w2,90314
estlocus4,Berenicaea,Et Berenicaea clarior illa coma est .,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div11.l34.w2,90342
estlocus1,Ferraria,"Praecipue intonsos uellit Ferraria crines ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div11.l5.w4,89395
estlocus1,Arctos,Hesperus atque Arctos hanc meruere ducem .,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div12.l4.w3,90627
estlocus2,Arctoae,"Nam primum Arctoae censetur origine stellae ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div12.l5.w3,90659
estlocus4,Hesperii,Sed mox Hesperii sanguinis illa fuit .,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div12.l6.w3,90691
estlocus4,Ausoniis,Temperat Ausoniis Martia castra modis .,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div15.l16.w2,92520
estlocus4,Illyrico,"Non hic Illyrico , uerum sermone Latino",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div15.l35.w3,93111
estlocus3,Aethiopes,Aethiopes nigro tales perhibentur in aestu,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div16.l27.w1,94331
estlocus4,Corcyraei,Aut Corcyraei regia mensa ducis .,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div16.l32.w2,94487
