urn:cite:croala:loci.ana.20,Annotation,urn:cite:croala:loci.21,Bosti,Identifying,SpecificResource,Identifying,https://www.wikidata.org/wiki/Q17283,http://n2t.net/ark:/99152/p0qhb66pk6z,SpecificResource,Classifying,http://live.dbpedia.org/ontology/nonFictionSubject,SpecificResource,Describing,http://purl.org/linguistics/gold/ProperNoun,http://purl.org/linguistics/gold/AccusativeCase,http://orcid.org/0000-0002-9119-399X,04/08/2016 02:33:10
urn:cite:croala:loci.ana.22,Annotation,urn:cite:croala:loci.22,Romana urbe,Identifying,SpecificResource,Identifying,http://pleiades.stoa.org/places/423025,http://n2t.net/ark:/99152/p0qhb66pk6z,SpecificResource,Classifying,http://live.dbpedia.org/ontology/nonFictionSubject,SpecificResource,Describing,http://purl.org/linguistics/gold/NounPhrase,http://purl.org/linguistics/gold/AblativeCase,http://orcid.org/0000-0002-9119-399X,04/08/2016 02:33:10
urn:cite:croala:loci.ana.23,Annotation,urn:cite:croala:loci.23,Taruixii,Identifying,SpecificResource,Identifying,http://pleiades.stoa.org/places/393503,http://n2t.net/ark:/99152/p0qhb66pk6z,SpecificResource,Classifying,http://live.dbpedia.org/ontology/nonFictionSubject,SpecificResource,Describing,http://purl.org/linguistics/gold/ProperNoun,http://purl.org/linguistics/gold/GenitiveCase,http://orcid.org/0000-0002-9119-399X,04/08/2016 02:33:10
urn:cite:croala:loci.ana.24,Annotation,urn:cite:croala:loci.24,Papiae,Identifying,SpecificResource,Identifying,http://pleiades.stoa.org/places/383798,http://n2t.net/ark:/99152/p0qhb66pk6z,SpecificResource,Classifying,http://live.dbpedia.org/ontology/nonFictionSubject,SpecificResource,Describing,http://purl.org/linguistics/gold/ProperNoun,http://purl.org/linguistics/gold/GenitiveCase,http://orcid.org/0000-0002-9119-399X,04/08/2016 02:33:10
urn:cite:croala:loci.ana.3,Annotation,urn:cite:croala:loci.4,Ticinium,Identifying,SpecificResource,Identifying,http://pleiades.stoa.org/places/383798,http://n2t.net/ark:/99152/p0qhb66pk6z,SpecificResource,Classifying,http://live.dbpedia.org/ontology/nonFictionSubject,SpecificResource,Describing,http://purl.org/linguistics/gold/ProperNoun,http://purl.org/linguistics/gold/AccusativeCase,http://orcid.org/0000-0002-9119-399X,04/08/2016 02:33:10
urn:cite:croala:loci.ana.4,Annotation,urn:cite:croala:loci.5,Patauium,Identifying,SpecificResource,Identifying,http://pleiades.stoa.org/places/393473,http://n2t.net/ark:/99152/p0qhb66pk6z,SpecificResource,Classifying,http://live.dbpedia.org/ontology/nonFictionSubject,SpecificResource,Describing,http://purl.org/linguistics/gold/ProperNoun,http://purl.org/linguistics/gold/AccusativeCase,http://orcid.org/0000-0002-9119-399X,04/08/2016 02:33:10
urn:cite:croala:loci.ana.5,Annotation,urn:cite:croala:loci.6,Venetias,Identifying,SpecificResource,Identifying,https://www.wikidata.org/wiki/Q641,http://n2t.net/ark:/99152/p0qhb66pk6z,SpecificResource,Classifying,http://live.dbpedia.org/ontology/nonFictionSubject,SpecificResource,Describing,http://purl.org/linguistics/gold/ProperNoun,http://purl.org/linguistics/gold/AccusativeCase,http://orcid.org/0000-0002-9119-399X,04/08/2016 02:33:10
urn:cite:croala:loci.ana.6,Annotation,urn:cite:croala:loci.7,Bononiam,Identifying,SpecificResource,Identifying,http://pleiades.stoa.org/places/206975,http://n2t.net/ark:/99152/p0qhb66pk6z,SpecificResource,Classifying,http://live.dbpedia.org/ontology/nonFictionSubject,SpecificResource,Describing,http://purl.org/linguistics/gold/ProperNoun,http://purl.org/linguistics/gold/AccusativeCase,http://orcid.org/0000-0002-9119-399X,04/08/2016 02:33:10
urn:cite:croala:loci.ana.7,Annotation,urn:cite:croala:loci.8,Romam,Identifying,SpecificResource,Identifying,http://pleiades.stoa.org/places/423025,http://n2t.net/ark:/99152/p0qhb66pk6z,SpecificResource,Classifying,http://live.dbpedia.org/ontology/nonFictionSubject,SpecificResource,Describing,http://purl.org/linguistics/gold/ProperNoun,http://purl.org/linguistics/gold/AccusativeCase,http://orcid.org/0000-0002-9119-399X,04/08/2016 02:33:10
urn:cite:croala:loci.ana.8,Annotation,urn:cite:croala:loci.9,Mediolani,Identifying,SpecificResource,Identifying,http://pleiades.stoa.org/places/383706,http://n2t.net/ark:/99152/p0qhb66pk6z,SpecificResource,Classifying,http://live.dbpedia.org/ontology/nonFictionSubject,SpecificResource,Describing,http://purl.org/linguistics/gold/ProperNoun,http://purl.org/linguistics/gold/GenitiveCase,http://orcid.org/0000-0002-9119-399X,04/08/2016 02:33:10
urn:cite:croala:loci.ana.9,Annotation,urn:cite:croala:loci.10,Perusium,Identifying,SpecificResource,Identifying,http://pleiades.stoa.org/places/413248,http://n2t.net/ark:/99152/p0qhb66pk6z,SpecificResource,Classifying,http://live.dbpedia.org/ontology/nonFictionSubject,SpecificResource,Describing,http://purl.org/linguistics/gold/ProperNoun,http://purl.org/linguistics/gold/AccusativeCase,http://orcid.org/0000-0002-9119-399X,04/08/2016 02:33:10
