estLocus,Nomen,Textus,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR INITIALS,CTS URN,SEQUENCE,,,,,,,,,,,,,,,,,
estlocus4,Dictaeum,"Qualia Dictaeum malit habere genus ,",Dictaeus,urn:cite:perseus:latlexent.lex2781.1,urn:cite:croala:latmorph.morph.144.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div11.l32.w2,90286.0,,,,,,,,,,,,,,,,,
estlocus2,Dionaeo,"Atque Dionaeo multum praefulgurat astro ,",Dionaeus,urn:cite:croala:latlexent.lex50050.1,urn:cite:croala:latmorph.morph.135.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div11.l33.w2,90314.0,,,,,,,,,,,,,,,,,
estlocus4,Berenicaea,Et Berenicaea clarior illa coma est .,Bereniceus,urn:cite:croala:latlexent.lex50051.1,urn:cite:croala:latmorph.morph.99.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div11.l34.w2,90342.0,,,,,,,,,,,,,,,,,
estlocus1,Ferraria,"Praecipue intonsos uellit Ferraria crines ,",Ferraria,urn:cite:croala:latlexent.lex4207.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div11.l5.w4,89395.0,,,,,,,,,,,,,,,,,
estlocus1,Arctos,Hesperus atque Arctos hanc meruere ducem .,Arctos,urn:cite:perseus:latlexent.lex796.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div12.l4.w3,90627.0,,,,,,,,,,,,,,,,,
estlocus2,Arctoae,"Nam primum Arctoae censetur origine stellae ,",arctous,urn:cite:perseus:latlexent.lex12106.1,urn:cite:croala:latmorph.morph.105.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div12.l5.w3,90659.0,,,,,,,,,,,,,,,,,
estlocus4,Hesperii,Sed mox Hesperii sanguinis illa fuit .,Hesperius,urn:cite:perseus:latlexent.lex3753.1,urn:cite:croala:latmorph.morph.123.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div12.l6.w3,90691.0,,,,,,,,,,,,,,,,,
estlocus4,Ausoniis,Temperat Ausoniis Martia castra modis .,Ausonius,urn:cite:croala:latlexent.lex50052.1,urn:cite:croala:latmorph.morph.62.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div15.l16.w2,92520.0,,,,,,,,,,,,,,,,,
estlocus4,Illyrico,"Non hic Illyrico , uerum sermone Latino",Illyricus,urn:cite:perseus:latlexent.lex4009.1,urn:cite:croala:latmorph.morph.117.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div15.l35.w3,93111.0,,,,,,,,,,,,,,,,,
estlocus3,Aethiopes,Aethiopes nigro tales perhibentur in aestu,Aethiops,urn:cite:perseus:latlexent.lex276.1,urn:cite:croala:latmorph.morph.31.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div16.l27.w1,94331.0,,,,,,,,,,,,,,,,,
estlocus4,Corcyraei,Aut Corcyraei regia mensa ducis .,Corcyraeus,urn:cite:croala:latlexent.lex50057.1,urn:cite:croala:latmorph.morph.123.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div16.l32.w2,94487.0,,,,,,,,,,,,,,,,,
estlocus2,Ausonios,"Rursus et Ausonios pulsant proscenia colles ,",Ausonius,urn:cite:croala:latlexent.lex50052.1,urn:cite:croala:latmorph.morph.59.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div17.l15.w3,95060.0,,,,,,,,,,,,,,,,,
estlocus4,Cynosura,"Quas Cynosura rates , quas Parrhasis Vrsa gubernat ,",Cynosura,urn:cite:perseus:latlexent.lex2597.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div18.l1.w2,95613.0,,,,,,,,,,,,,,,,,
estlocus1,Canopus,"Sunt quorum extremus uela Canopus agit ,",Canopus,urn:cite:perseus:latlexent.lex1739.1,urn:cite:croala:latmorph.morph.13.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div18.l2.w5,95665.0,,,,,,,,,,,,,,,,,
estlocus4,Helice,"Tu mihi tu , Princeps , Helice , Cynosura , Canopus ,",helice,urn:cite:perseus:latlexent.lex27063.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div18.l7.w5,95841.0,,,,,,,,,,,,,,,,,
estlocus4,Cynosura,"Tu mihi tu , Princeps , Helice , Cynosura , Canopus ,",Cynosura,urn:cite:perseus:latlexent.lex2597.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div18.l7.w6,95849.0,,,,,,,,,,,,,,,,,
estlocus4,Canopus,"Tu mihi tu , Princeps , Helice , Cynosura , Canopus ,",Canopus,urn:cite:perseus:latlexent.lex1739.1,urn:cite:croala:latmorph.morph.13.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div18.l7.w7,95857.0,,,,,,,,,,,,,,,,,
estlocus1,Caucasus,"Parce tamen , parce , o , si te non Caucasus horrens",Caucasus,urn:cite:perseus:latlexent.lex1909.1,urn:cite:croala:latmorph.morph.13.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div2.l17.w8,76889.0,,,,,,,,,,,,,,,,,
estlocus2,Centauri,"Nec fera Centauri aut Lestrigonis educat aula ,",Centaurus,urn:cite:perseus:latlexent.lex1957.1,urn:cite:croala:latmorph.morph.11.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div2.l19.w3,76941.0,,,,,,,,,,,,,,,,,
estlocus4,Boreas,"Hinc , uelut Aeolio Boreas animosus ab antro ,",boreas,urn:cite:perseus:latlexent.lex13662.1,urn:cite:croala:latmorph.morph.13.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div2.l31.w4,77336.0,,,,,,,,,,,,,,,,,
estlocus4,Caribdis,"Nec te , Sylla ferox , nec te uitasse , Caribdis ,",Charybdis,urn:cite:perseus:latlexent.lex2053.1,urn:cite:croala:latmorph.morph.7.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div21.l17.w8,99703.0,,,,,,,,,,,,,,,,,
estlocus4,Caribdis,"Profuit : interius Sylla , Caribdis eras !",Charybdis,urn:cite:perseus:latlexent.lex2053.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div21.l18.w4,99735.0,,,,,,,,,,,,,,,,,
estlocus2,Cyaneas,Ah ego Cyaneas mallem rupesque Malaeae,Cyaneus,urn:cite:perseus:latlexent.lex19360.1,urn:cite:croala:latmorph.morph.41.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div21.l23.w3,99886.0,,,,,,,,,,,,,,,,,
estlocus4,Aegeas,Ergo uel Aegeas hyemes et saxa Capharei,Aegaeus,urn:cite:perseus:latlexent.lex193.1,urn:cite:croala:latmorph.morph.41.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div21.l3.w3,99223.0,,,,,,,,,,,,,,,,,
estlocus2,Capharei,Ergo uel Aegeas hyemes et saxa Capharei,Caphareus,urn:cite:perseus:latlexent.lex1755.1,urn:cite:croala:latmorph.morph.11.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div21.l3.w7,99239.0,,,,,,,,,,,,,,,,,
estlocus1,Ceraunia,"Quod neque praeruptis sunt ausa Ceraunia saxis ,",Ceraunia,urn:cite:croala:latlexent.lex50103.1,urn:cite:croala:latmorph.morph.37.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div21.l7.w6,99355.0,,,,,,,,,,,,,,,,,
estlocus1,Auentini,Furis Auentini specus et Scyronia rupes,Aventinus,urn:cite:perseus:latlexent.lex1137.1,urn:cite:croala:latmorph.morph.11.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div21.l75.w2,101576.0,,,,,,,,,,,,,,,,,
estlocus1,Adria,"Quod neque spumosis Adria fecit aquis ,",Adria,urn:cite:perseus:latlexent.lex170.1,urn:cite:croala:latmorph.morph.13.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div21.l8.w4,99383.0,,,,,,,,,,,,,,,,,
estlocus4,Hyperborei,Gryphis Hyperborei praepes ad astra uolat .,hyperboreus,urn:cite:perseus:latlexent.lex27691.1,urn:cite:croala:latmorph.morph.123.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div26.l6.w2,103603.0,,,,,,,,,,,,,,,,,
estlocus1,Indus,Cum niger Indus ebur preciosaque uellera Seres,Indus,urn:cite:perseus:latlexent.lex4040.1,urn:cite:croala:latmorph.morph.13.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div27.l23.w3,104488.0,,,,,,,,,,,,,,,,,
estlocus1,Erythra,Et dabit huic gemmas diues Erythra suas .,Erythra,urn:cite:croala:latlexent.lex50077.1,urn:cite:croala:latmorph.morph.13.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div27.l24.w6,104532.0,,,,,,,,,,,,,,,,,
estlocus1,Germania,"Non tamen ereptis moeret Germania uittis ,",Germania,urn:cite:croala:latlexent.lex50048.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div27.l5.w5,103917.0,,,,,,,,,,,,,,,,,
estlocus1,Gallia,"Gallia nec cristis aestuat orba suis ,",Gallia,urn:cite:perseus:latlexent.lex3372.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div27.l6.w1,103933.0,,,,,,,,,,,,,,,,,
estlocus4,Ausoniae,"I tamen , Ausoniae gentis decus , obuia quamuis",Ausonius,urn:cite:croala:latlexent.lex50052.1,urn:cite:croala:latmorph.morph.105.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div3.l15.w3,78521.0,,,,,,,,,,,,,,,,,
estlocus1,Auentinum,"Praestat Auentinum furem et Busyridis aras ,",Aventinus,urn:cite:perseus:latlexent.lex1137.1,urn:cite:croala:latmorph.morph.114.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div3.l41.w2,79388.0,,,,,,,,,,,,,,,,,
estlocus4,Ismarii,"Ismarii stabulum praestat adire ducis ,",Ismarius,urn:cite:croala:latlexent.lex50078.1,urn:cite:croala:latmorph.morph.123.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div3.l42.w1,79416.0,,,,,,,,,,,,,,,,,
estlocus4,Caucaseasque,"Caucaseasque niues et inhospita saxa Promethei ,",Caucaseus,urn:cite:croala:latlexent.lex50079.1,urn:cite:croala:latmorph.morph.41.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div3.l45.w1,79508.0,,,,,,,,,,,,,,,,,
estlocus3,Gargani,"Quam iuga Gargani , aut Veseui incendia montis",Garganus,urn:cite:perseus:latlexent.lex3394.1,urn:cite:croala:latmorph.morph.11.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div3.l47.w3,79576.0,,,,,,,,,,,,,,,,,
estlocus1,Italiam,Captiuam famulis gentibus Italiam .,Italia,urn:cite:perseus:latlexent.lex4141.1,urn:cite:croala:latmorph.morph.1.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div3.l56.w4,79863.0,,,,,,,,,,,,,,,,,
estlocus2,Illyris,Pendeat ad laudes Illyris ora tuas :,Illyris,urn:cite:croala:latlexent.lex50080.1,urn:cite:croala:latmorph.morph.108.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div4.l18.w4,80440.0,,,,,,,,,,,,,,,,,
estlocus2,Illyris,"Agnoscit uultus Illyris ora tuos ,",Illyris,urn:cite:croala:latlexent.lex50080.1,urn:cite:croala:latmorph.morph.108.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div8.l2.w3,86109.0,,,,,,,,,,,,,,,,,
estlocus1,Epidaurus,"Si te patritiis Epidaurus honorat alumnis ,",Epidaurus,urn:cite:perseus:latlexent.lex3023.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div8.l21.w4,86777.0,,,,,,,,,,,,,,,,,
estlocus1,Indus,Quem niger extrema nouerit Indus aqua ?,Indus,urn:cite:perseus:latlexent.lex4040.1,urn:cite:croala:latmorph.morph.13.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div8.l22.w5,86813.0,,,,,,,,,,,,,,,,,
estlocus4,Babylonius,Lucrinus puer et piscis Babylonius et qui,Babylonius,"
urn:cite:croala:latlexent.lex80040.1",urn:cite:croala:latmorph.morph.126.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div9.l1.w5,87190.0,,,,,,,,,,,,,,,,,
estlocus4,Hypponis,"Hypponis puero terga premenda dedit ,",Hippo,urn:cite:perseus:latlexent.lex3792.1,urn:cite:croala:latmorph.morph.11.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div9.l2.w1,87206.0,,,,,,,,,,,,,,,,,
estlocus4,Ausonia,"Necnon Ausonia procacitate ,",Ausonius,urn:cite:croala:latlexent.lex50052.1,urn:cite:croala:latmorph.morph.99.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div1.l43.w2,109579.0,,,,,,,,,,,,,,,,,
estlocus1,Acheronta,Fictum Acheronta putas ? Furiarum uerbera rides ?,Acheron,urn:cite:perseus:latlexent.lex87.1,urn:cite:croala:latmorph.morph.8.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div10.l11.w2,127031.0,,,,,,,,,,,,,,,,,
estlocus1,Danubio,Danubio aut Nilo non uilior Ombla fuisset,Danubius,urn:cite:croala:latlexent.lex35245.1,urn:cite:croala:latmorph.morph.9.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div11.l35.w1,130593.0,,,,,,,,,,,,,,,,,
estlocus1,Capreas,"Nec Capreas molles , Baiarum aut stagna requirat",Capreae,urn:cite:perseus:latlexent.lex1766.1,urn:cite:croala:latmorph.morph.21.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div11.l47.w2,130993.0,,,,,,,,,,,,,,,,,
estlocus2,Baiarum,"Nec Capreas molles , Baiarum aut stagna requirat",Baiae,urn:cite:perseus:latlexent.lex1209.1,urn:cite:croala:latmorph.morph.24.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div11.l47.w4,131005.0,,,,,,,,,,,,,,,,,
estlocus2,Corcyraeum,"Aut Corcyraeum malit habere nemus ,",Corcyraeus,urn:cite:croala:latlexent.lex50057.1,urn:cite:croala:latmorph.morph.132.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div11.l48.w2,131029.0,,,,,,,,,,,,,,,,,
estlocus3,Hesperidumue,Hesperidumue hortos desideret altaque Tempe,Hesperides,urn:cite:perseus:latlexent.lex3750.1,urn:cite:croala:latmorph.morph.24.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div11.l49.w1,131053.0,,,,,,,,,,,,,,,,,
estlocus4,Caucaseae,"Caucaseae possent quocum rubuisse pruinae ,",Caucaseus,urn:cite:croala:latlexent.lex50079.1,urn:cite:croala:latmorph.morph.53.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div11.l55.w1,131240.0,,,,,,,,,,,,,,,,,
estlocus1,Adria,"Nanque reluctetur licet obuius Adria , mollem",Adria,urn:cite:perseus:latlexent.lex170.1,urn:cite:croala:latmorph.morph.13.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div11.l7.w5,129714.0,,,,,,,,,,,,,,,,,
estlocus2,Gangetica,Ipsa tuas uires Gangetica terra fatetur,Gangeticus,urn:cite:perseus:latlexent.lex3390.1,urn:cite:croala:latmorph.morph.108.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div12.l39.w4,132636.0,,,,,,,,,,,,,,,,,
estlocus1,India,Nigraque Bassaricis India uicta choris .,India,urn:cite:perseus:latlexent.lex4032.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div12.l40.w3,132660.0,,,,,,,,,,,,,,,,,
estlocus3,Gethis,"Bella nec humanis saeua gerenda Gethis ,",Getae,urn:cite:perseus:latlexent.lex3452.1,urn:cite:croala:latmorph.morph.29.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div12.l54.w6,133072.0,,,,,,,,,,,,,,,,,
estlocus4,Hyblaea,Hyblaea quod arundine,Hyblaeus,urn:cite:croala:latlexent.lex50045.1,urn:cite:croala:latmorph.morph.99.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div15.l11.w1,134592.0,,,,,,,,,,,,,,,,,
estlocus4,Hymetii,Fauos mellis Hymetii,Hymettius,urn:cite:croala:latlexent.lex50043.1,urn:cite:croala:latmorph.morph.138.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div15.l3.w3,134468.0,,,,,,,,,,,,,,,,,
estlocus2,Erythraeas,Alter Erythraeas pergat mercator ad undas,Erythraeus,urn:cite:croala:latlexent.lex50042.1,urn:cite:croala:latmorph.morph.41.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div16.l1.w2,134737.0,,,,,,,,,,,,,,,,,
estlocus3,Aethiopas,Persequar exustos decolor Aethiopas ?,Aethiops,urn:cite:perseus:latlexent.lex276.1,urn:cite:croala:latmorph.morph.27.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div16.l22.w4,135408.0,,,,,,,,,,,,,,,,,
estlocus3,Britannos,Alter et extremo scrutetur in orbe Britannos,Britanni,urn:cite:perseus:latlexent.lex1473.1,urn:cite:croala:latmorph.morph.27.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div16.l3.w7,134813.0,,,,,,,,,,,,,,,,,
estlocus1,Antiliam,Vlteriusque feram nauiget Antiliam .,Antilia,urn:cite:croala:latlexent.lex50081.1,urn:cite:croala:latmorph.morph.1.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div16.l4.w4,134833.0,,,,,,,,,,,,,,,,,
estlocus4,Eoas,Non mihi nunc curae est Eoas uisere gentes,Eous,urn:cite:perseus:latlexent.lex3005.1,urn:cite:croala:latmorph.morph.41.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div16.l5.w6,134865.0,,,,,,,,,,,,,,,,,
estlocus4,Auerna,"Nulla , nec infandae pestis Auerna times ,",Averna,urn:cite:croala:latlexent.lex50047.1,urn:cite:croala:latmorph.morph.33.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div19.l34.w5,140185.0,,,,,,,,,,,,,,,,,
estlocus2,Eoi,"Hinc uocat Eoi concha uenusta maris ,",Eous,urn:cite:perseus:latlexent.lex3005.1,urn:cite:croala:latmorph.morph.138.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div19.l68.w3,141381.0,,,,,,,,,,,,,,,,,
estlocus1,Illyrici,"Rhacusam , Illyrici decus , canisque",Illyricum,urn:cite:croala:latlexent.lex36788.1,urn:cite:croala:latmorph.morph.18.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div20.l10.w2,143218.0,,,,,,,,,,,,,,,,,
estlocus2,Cyclopea,Et Cyclopea saxa ductibusque,Cyclopeus,urn:cite:croala:latlexent.lex50082.1,urn:cite:croala:latmorph.morph.77.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div20.l12.w2,143266.0,,,,,,,,,,,,,,,,,
estlocus1,Baias,Credas nec ueteres fuisse Baias .,Baiae,urn:cite:perseus:latlexent.lex1209.1,urn:cite:croala:latmorph.morph.21.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div20.l20.w5,143466.0,,,,,,,,,,,,,,,,,
estlocus4,Barculumque,Infestum mare Barculumque Teucamque,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div20.l34.w3,143801.0,,,,,,,,,,,,,,,,,
estlocus2,Dardanosque,Incunabula Dardanosque montes,Dardanus,urn:cite:perseus:latlexent.lex2688.1,urn:cite:croala:latmorph.morph.59.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div20.l41.w2,143957.0,,,,,,,,,,,,,,,,,
estlocus1,Illyriam,"Omnemque Illyriam libens honestas ,",Illyria,urn:cite:perseus:latlexent.lex4008.1,urn:cite:croala:latmorph.morph.96.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div20.l45.w2,144041.0,,,,,,,,,,,,,,,,,
estlocus1,Illyriae,Vastos Illyriae colonus asper,Illyria,urn:cite:perseus:latlexent.lex4008.1,urn:cite:croala:latmorph.morph.4.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div22.l23.w2,145168.0,,,,,,,,,,,,,,,,,
estlocus4,Indico,"Indico Genium meumque fraudo ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div22.l36.w1,145484.0,,,,,,,,,,,,,,,,,
estlocus4,Caribdis,"Importunus hydrops , uorax Caribdis .",Charybdis,urn:cite:perseus:latlexent.lex2053.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div22.l64.w4,146179.0,,,,,,,,,,,,,,,,,
estlocus4,Coccyti,"Coccyti soboles , soror Megerae ,",Cocytus,urn:cite:perseus:latlexent.lex2275.1,urn:cite:croala:latmorph.morph.11.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div23.l13.w1,146562.0,,,,,,,,,,,,,,,,,
estlocus1,Indus,"Amphrysum prope nascitur , quod Indus",Indus,urn:cite:perseus:latlexent.lex4040.1,urn:cite:croala:latmorph.morph.13.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div23.l41.w5,147305.0,,,,,,,,,,,,,,,,,
estlocus1,Cyrenis,"Ergo quod Lybicis uiret Cyrenis ,",Cyrenae,urn:cite:croala:latlexent.lex50104.1,urn:cite:croala:latmorph.morph.22.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div23.l47.w5,147460.0,,,,,,,,,,,,,,,,,
estlocus1,Athlas,"Athlas caelifer , experire et offam",Atlas,urn:cite:perseus:latlexent.lex1037.1,urn:cite:croala:latmorph.morph.13.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div23.l49.w1,147496.0,,,,,,,,,,,,,,,,,
estlocus4,Idalius,Taela quot Idalius prompsit acerba puer .,Idalius,urn:cite:croala:latlexent.lex50046.1,urn:cite:croala:latmorph.morph.126.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div3.l20.w3,112033.0,,,,,,,,,,,,,,,,,
estlocus2,Chaonii,Chaonii nemoris praecinat augur auis .,Chaonius,urn:cite:perseus:latlexent.lex2037.1,urn:cite:croala:latmorph.morph.138.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div3.l52.w1,113123.0,,,,,,,,,,,,,,,,,
estlocus4,Ituraeas,Nec tot Ituraeas armare uenena sagittas,Ituraeus,urn:cite:croala:latlexent.lex50083.1,urn:cite:croala:latmorph.morph.41.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div3.l57.w3,113315.0,,,,,,,,,,,,,,,,,
estlocus1,Asiae,"Aut Asiae molles uincere diuitiae ,",Asia,urn:cite:croala:latlexent.lex38242.1,urn:cite:croala:latmorph.morph.4.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div3.l74.w2,113858.0,,,,,,,,,,,,,,,,,
estlocus4,Assyrii,"Vrror ut Assyrii templis urruntur odores ,",Assyrius,urn:cite:croala:latlexent.lex50084.1,urn:cite:croala:latmorph.morph.71.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div4.l63.w3,116868.0,,,,,,,,,,,,,,,,,
estlocus4,Caucaseas,"Non ego Caucaseas uerear calcare pruinas ,",Caucaseus,urn:cite:croala:latlexent.lex50079.1,urn:cite:croala:latmorph.morph.41.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div4.l83.w3,117579.0,,,,,,,,,,,,,,,,,
estlocus2,Ionii,"Et maris Ionii saeuiat ira minax ,",Ionius,urn:cite:perseus:latlexent.lex4080.1,urn:cite:croala:latmorph.morph.138.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div4.l92.w3,117879.0,,,,,,,,,,,,,,,,,
estlocus4,Hyrcanas,Fecit et Hyrcanas succubuisse feras .,Hyrcanus,urn:cite:croala:latlexent.lex56632.1,urn:cite:croala:latmorph.morph.41.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div5.l54.w3,120039.0,,,,,,,,,,,,,,,,,
estlocus1,Erythra,"Mutarim , aut opibus , diues Erythra , tuis .",Erythra,urn:cite:croala:latlexent.lex50077.1,urn:cite:croala:latmorph.morph.14.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div6.l16.w5,120968.0,,,,,,,,,,,,,,,,,
estlocus2,Delphica,Delphica quam laudes templa mouere meas .,Delphicus,urn:cite:perseus:latlexent.lex2730.1,urn:cite:croala:latmorph.morph.77.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div6.l60.w1,122454.0,,,,,,,,,,,,,,,,,
estlocus2,Cytheriacis,"Trita Cytheriacis concha refulget aquis ,",Cytheriacus,urn:cite:croala:latlexent.lex50085.1,urn:cite:croala:latmorph.morph.44.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div7.l10.w2,122853.0,,,,,,,,,,,,,,,,,
estlocus4,Colchiacis,"Nec tibi Colchiacis facies iuuenescet ahenis ,",Colchiacus,urn:cite:croala:latlexent.lex50088.1,urn:cite:croala:latmorph.morph.80.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div8.l25.w3,124509.0,,,,,,,,,,,,,,,,,
estlocus2,Flamminiae,Flamminiae et nostri documentum ostendet amoris,Flamminia,urn:cite:croala:latlexent.lex50089.1,urn:cite:croala:latmorph.morph.4.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div1.l151.w1,155232.0,,,,,,,,,,,,,,,,,
estlocus3,Aethiopum,"Aethiopum conuiua Iouis , seu lumine fesso",Aethiops,urn:cite:perseus:latlexent.lex276.1,urn:cite:croala:latmorph.morph.30.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div1.l47.w1,151848.0,,,,,,,,,,,,,,,,,
