estLocus,Nomen,Textus,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR INITIALS,CTS URN,SEQUENCE,,,,,,,,,,,,,,,,,
estlocus1,Ausoniae,Scilicet Ausoniae laudantem numina laurus,Ausonia,urn:cite:croala:latlexent.lex50086.1,urn:cite:croala:latmorph.morph.4.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div1.l73.w2,152675.0,,,,,,,,,,,,,,,,,
estlocus2,Caledoniosque,"Componit Gallosque Caledoniosque Britannos ,",Caledonius,urn:cite:croala:latlexent.lex50087.1,urn:cite:croala:latmorph.morph.59.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l111.w3,159173.0,,,,,,,,,,,,,,,,,
estlocus1,Istri,"Arctoasque manus , ripasque binominis Istri",Ister,urn:cite:perseus:latlexent.lex4135.1,urn:cite:croala:latmorph.morph.11.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l114.w5,159265.0,,,,,,,,,,,,,,,,,
estlocus4,Italisque,Munit ouans Italisque auertit ab arcibus hostem .,Italus,urn:cite:perseus:latlexent.lex4144.1,urn:cite:croala:latmorph.morph.44.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l115.w3,159281.0,,,,,,,,,,,,,,,,,
estlocus1,Canopum,Infidamque Pharum detestatamque Canopum,Canopus,urn:cite:perseus:latlexent.lex1738.1,urn:cite:croala:latmorph.morph.8.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l121.w4,159497.0,,,,,,,,,,,,,,,,,
estlocus3,Aethiopum,"2 , 44 - 45 Assimulant . . . resoluunt in margine : Humanas si quando dapes terrasque reuisunt / Aethiopum mediaque pares epulantur harena",Aethiops,urn:cite:perseus:latlexent.lex276.1,urn:cite:croala:latmorph.morph.30.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l45.note.w12,156957.0,,,,,,,,,,,,,,,,,
estlocus2,Itala,Nec tantum uestris ditionibus Itala iurant,Italus,urn:cite:perseus:latlexent.lex4144.1,urn:cite:croala:latmorph.morph.89.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l56.w5,157345.0,,,,,,,,,,,,,,,,,
estlocus1,Alpes,"Nec modo trans Alpes Pirenaeumque cucurrit ,",Alpes,urn:cite:perseus:latlexent.lex429.1,urn:cite:croala:latmorph.morph.21.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l59.w4,157433.0,,,,,,,,,,,,,,,,,
estlocus3,Herculeas,Sed longe Herculeas audet transcendere metas,Herculeus,urn:cite:perseus:latlexent.lex3707.1,urn:cite:croala:latmorph.morph.41.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l60.w3,157461.0,,,,,,,,,,,,,,,,,
estlocus1,Arctonque,"Vester honos , ultra Boreanque Arctonque rigentem",Arctos,urn:cite:perseus:latlexent.lex796.1,urn:cite:croala:latmorph.morph.1.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l61.w5,157501.0,,,,,,,,,,,,,,,,,
estlocus4,Hiberne,Hiberne,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l63.corr.w,157573.0,,,,,,,,,,,,,,,,,
estlocus1,Britannia,Orchades atque alio porrecta Britannia mundo,Britannia,urn:cite:perseus:latlexent.lex1474.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l65.w5,157630.0,,,,,,,,,,,,,,,,,
estlocus1,Antiliaeque,"Antiliaeque , fero genus intractabile ritu ,",Antilia,urn:cite:croala:latlexent.lex50081.1,urn:cite:croala:latmorph.morph.4.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l66.w1,157642.0,,,,,,,,,,,,,,,,,
estlocus4,Hibera,"Classis Hibera domat latisque Hispania terris ,",Hiberus,urn:cite:croala:latlexent.lex43452.1,urn:cite:croala:latmorph.morph.108.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l71.w2,157790.0,,,,,,,,,,,,,,,,,
estlocus1,Hispania,"Classis Hibera domat latisque Hispania terris ,",Hispania,urn:cite:perseus:latlexent.lex3818.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l71.w5,157802.0,,,,,,,,,,,,,,,,,
estlocus1,Ister,"Moenia pellitae gentes , quas Rhenus et Ister",Ister,urn:cite:perseus:latlexent.lex4135.1,urn:cite:croala:latmorph.morph.13.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l96.w7,158636.0,,,,,,,,,,,,,,,,,
estlocus1,Hispania,"Hinc mulis aduecta suis Hispania , uerbis",Hispania,urn:cite:perseus:latlexent.lex3818.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l99.w5,158724.0,,,,,,,,,,,,,,,,,
estlocus4,Antipodasque,Signifer Antipodasque ima statione coaegit,antipodes,urn:cite:perseus:latlexent.lex11659.1,urn:cite:croala:latmorph.morph.27.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l100.w2,166676.0,,,,,,,,,,,,,,,,,
estlocus4,Babylonia,"Stellarum subitas Babylonia cura catheruas ,",Babylonius,"
urn:cite:croala:latlexent.lex80040.1",urn:cite:croala:latmorph.morph.108.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l104.w3,166784.0,,,,,,,,,,,,,,,,,
estlocus1,Athlas,Opstupuitque humero grauiori caelifer Athlas .,Atlas,urn:cite:perseus:latlexent.lex1037.1,urn:cite:croala:latmorph.morph.13.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l106.w5,166848.0,,,,,,,,,,,,,,,,,
estlocus4,Herimanthaeus,Teque Herimanthaeus torua cum matre Bootes,Erymantheus,urn:cite:croala:latlexent.lex65301.1,urn:cite:croala:latmorph.morph.126.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l119.w2,167247.0,,,,,,,,,,,,,,,,,
estlocus4,Bootes,Teque Herimanthaeus torua cum matre Bootes,Bootes,urn:cite:perseus:latlexent.lex1431.1,urn:cite:croala:latmorph.morph.13.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l119.w6,167263.0,,,,,,,,,,,,,,,,,
estlocus4,Dictaeae,Pulcraque Dictaeae stupuerunt astra puellae .,Dictaeus,urn:cite:perseus:latlexent.lex2781.1,urn:cite:croala:latmorph.morph.105.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l120.w2,167275.0,,,,,,,,,,,,,,,,,
estlocus1,Delphos,Nec uero tripodas nec oportuit hiscere Delphos,Delphi,urn:cite:perseus:latlexent.lex2729.1,urn:cite:croala:latmorph.morph.27.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l135.w7,167812.0,,,,,,,,,,,,,,,,,
estlocus1,Hetruria,"Corniger , aut uano mendax Hetruria ritu ,",Etruria,urn:cite:perseus:latlexent.lex3096.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l138.w5,167900.0,,,,,,,,,,,,,,,,,
estlocus4,Caldaeique,"Caldaeique senes , praesaga quid astra loquantur",Chaldaeus,urn:cite:perseus:latlexent.lex2029.1,urn:cite:croala:latmorph.morph.71.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l139.w1,167916.0,,,,,,,,,,,,,,,,,
estlocus4,Cynosura,"Ecce uiros , seu quos caeli Cynosura sub imo",Cynosura,urn:cite:perseus:latlexent.lex2597.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l18.w6,164100.0,,,,,,,,,,,,,,,,,
estlocus4,Helice,"Siue Lychaoniis Helice demisit ab astris ,",helice,urn:cite:perseus:latlexent.lex27063.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l20.w3,164156.0,,,,,,,,,,,,,,,,,
estlocus4,Graieue,"Vrsina de gente uides , Graieue puellae",Graius,urn:cite:perseus:latlexent.lex3536.1,urn:cite:croala:latmorph.morph.105.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l21.w5,164200.0,,,,,,,,,,,,,,,,,
estlocus1,Gangem,"Qualis apud Gangem , famulis et ouantior Indis ,",Ganges,urn:cite:perseus:latlexent.lex3389.1,urn:cite:croala:latmorph.morph.8.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l234.w3,171040.0,,,,,,,,,,,,,,,,,
estlocus4,Indis,"Qualis apud Gangem , famulis et ouantior Indis ,",Indus,urn:cite:croala:latlexent.lex87965.1,urn:cite:croala:latmorph.morph.62.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l234.w7,171060.0,,,,,,,,,,,,,,,,,
estlocus2,Cadmaea,"Laetior , aula nouos geminat Cadmaea triumphos .",Cadmeus,urn:cite:perseus:latlexent.lex1576.1,urn:cite:croala:latmorph.morph.108.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l241.w5,171271.0,,,,,,,,,,,,,,,,,
estlocus4,Baleari,"Verbere nunc glandes Baleari , grandinis instar .",Balearis,urn:cite:croala:latlexent.lex50100.1,urn:cite:croala:latmorph.morph.117.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l292.w4,172961.0,,,,,,,,,,,,,,,,,
estlocus1,Eurota,Eurota mirante suos in gymnade prima,Eurotas,urn:cite:perseus:latlexent.lex3137.1,urn:cite:croala:latmorph.morph.9.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l298.w1,173145.0,,,,,,,,,,,,,,,,,
estlocus4,Calabrique,"Pontificis Calabrique ducis socia arma sequutum ,",Calaber,urn:cite:croala:latlexent.lex50065.1,urn:cite:croala:latmorph.morph.123.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l357.w2,175094.0,,,,,,,,,,,,,,,,,
estlocus1,Florentia,"Et coniuratas tremeret Florentia uires ,",Florentia,urn:cite:perseus:latlexent.lex3284.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l363.w4,175286.0,,,,,,,,,,,,,,,,,
estlocus4,Hetrusca,"Res Hetrusca suo : sociis Estensius armis ,",Etruscus,urn:cite:perseus:latlexent.lex3097.1,urn:cite:croala:latmorph.morph.108.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l409.w2,176776.0,,,,,,,,,,,,,,,,,
estlocus1,Ferraria,"Quem Phaethontaeo Ferraria misit ab amne ,",Ferraria,urn:cite:croala:latlexent.lex4207.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l410.w3,176816.0,,,,,,,,,,,,,,,,,
estlocus2,Adriaci,"Vrbs Venetum , Adriaci dominatrix maxima ponti ,",Adriacus,urn:cite:croala:latlexent.lex50012.1,urn:cite:croala:latmorph.morph.123.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l413.w3,176920.0,,,,,,,,,,,,,,,,,
estlocus1,Hetruria,"Esse tuis praesto cessauit , Hetruria , rebus .",Etruria,urn:cite:perseus:latlexent.lex3096.1,urn:cite:croala:latmorph.morph.7.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l414.w5,176964.0,,,,,,,,,,,,,,,,,
estlocus1,Arni,"Vos testes , fluuii hostiles innabilis Arni ,",Arnus,urn:cite:perseus:latlexent.lex888.1,urn:cite:croala:latmorph.morph.11.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l443.w6,177959.0,,,,,,,,,,,,,,,,,
estlocus3,Alpes,"Non Alpes te mille iugis arcere ruentem ,",Alpes,urn:cite:perseus:latlexent.lex429.1,urn:cite:croala:latmorph.morph.25.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l446.w2,178051.0,,,,,,,,,,,,,,,,,
estlocus1,Gallia,"Aut prohibere uelis ne tantum Gallia peccet ,",Gallia,urn:cite:perseus:latlexent.lex3372.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div5.l14.w6,179640.0,,,,,,,,,,,,,,,,,
estlocus1,Hesperiae,Iuncta sed Hesperiae corpus conspiret in unum,Hesperia,urn:cite:perseus:latlexent.lex3749.1,urn:cite:croala:latmorph.morph.3.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div5.l15.w3,179664.0,,,,,,,,,,,,,,,,,
estlocus4,Hebraea,Quid quod et unguentum in tumulo atque Hebraea bibebat,Hebraeus,urn:cite:croala:latlexent.lex50090.1,urn:cite:croala:latmorph.morph.77.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div2.l35.w8,188400.0,,,,,,,,,,,,,,,,,
estlocus4,Boreae,Et Rhodope et Boreae Martia regna trucis .,boreas,urn:cite:perseus:latlexent.lex13662.1,urn:cite:croala:latmorph.morph.11.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div2.l62.w4,189267.0,,,,,,,,,,,,,,,,,
estlocus2,Capitolino,"Nunc Capitolino rursus humata iugo ,",Capitolinus,urn:cite:perseus:latlexent.lex1760.1,urn:cite:croala:latmorph.morph.135.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div2.l78.w2,189815.0,,,,,,,,,,,,,,,,,
estlocus4,Assyrio,Nuda nec Assyrio mersa liquore iacet .,Assyrius,urn:cite:croala:latlexent.lex50084.1,urn:cite:croala:latmorph.morph.117.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div2.l84.w3,190044.0,,,,,,,,,,,,,,,,,
estlocus4,Amphionia,Quos Amphionia saxa habuere lyra .,Amphionius,urn:cite:perseus:latlexent.lex503.1,urn:cite:croala:latmorph.morph.89.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div21.l4.w2,210941.0,,,,,,,,,,,,,,,,,
estlocus1,Cytheron,"Qui tamen ut rupes Rodopeia , siue Cytheron",Cithaeron,urn:cite:perseus:latlexent.lex2181.1,urn:cite:croala:latmorph.morph.13.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div21.l5.w7,210993.0,,,,,,,,,,,,,,,,,
estlocus1,Illurici,"Et nocet Illurici pupula bina trucis ,",Illyricum,urn:cite:croala:latlexent.lex36788.1,urn:cite:croala:latmorph.morph.18.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div23.l54.w3,213111.0,,,,,,,,,,,,,,,,,
estlocus2,Heliconia,"Sed tamen excludunt sanos Heliconia Tempe ,",Heliconius,urn:cite:croala:latlexent.lex50091.1,urn:cite:croala:latmorph.morph.89.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div23.l65.w5,213466.0,,,,,,,,,,,,,,,,,
estlocus1,Hispania,"Quam tibi dat consors Hispania , sed decus astris",Hispania,urn:cite:perseus:latlexent.lex3818.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div29.l25.w5,216364.0,,,,,,,,,,,,,,,,,
estlocus2,Ioniumque,Tyrrenum ditant Ioniumque mare ;,Ionius,urn:cite:perseus:latlexent.lex4080.1,urn:cite:croala:latmorph.morph.132.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div29.l4.w3,215681.0,,,,,,,,,,,,,,,,,
estlocus4,Delphica,Ramosum cingant Delphica serta caput ;,Delphicus,urn:cite:perseus:latlexent.lex2730.1,urn:cite:croala:latmorph.morph.89.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l112.w3,193872.0,,,,,,,,,,,,,,,,,
estlocus4,Hyblaea,"Sic Hyblaea suos properat claementia flores ,",Hyblaeus,urn:cite:croala:latlexent.lex50045.1,urn:cite:croala:latmorph.morph.108.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l139.w2,194731.0,,,,,,,,,,,,,,,,,
estlocus1,Araxes,"Nec tantam imperii molem eluctatus Araxes ,",Araxes,urn:cite:perseus:latlexent.lex763.1,urn:cite:croala:latmorph.morph.13.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l169.w6,195681.0,,,,,,,,,,,,,,,,,
estlocus3,Britannos,Quod Tanaim Nilumque interiacet atque Britannos,Britanni,urn:cite:perseus:latlexent.lex1473.1,urn:cite:croala:latmorph.morph.27.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l171.w6,195741.0,,,,,,,,,,,,,,,,,
estlocus1,Gangem,"Et Gangem , Eoum littus ad usque patet ,",Ganges,urn:cite:perseus:latlexent.lex3389.1,urn:cite:croala:latmorph.morph.8.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l172.w2,195753.0,,,,,,,,,,,,,,,,,
estlocus2,Eoum,"Et Gangem , Eoum littus ad usque patet ,",Eous,urn:cite:perseus:latlexent.lex3005.1,urn:cite:croala:latmorph.morph.132.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l172.w3,195761.0,,,,,,,,,,,,,,,,,
estlocus1,Caucasus,"Hoc sibi deuictum est ; nec uallo Caucasus horrens ,",Caucasus,urn:cite:perseus:latlexent.lex1909.1,urn:cite:croala:latmorph.morph.13.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l173.w7,195817.0,,,,,,,,,,,,,,,,,
estlocus1,Indum,Subiecitque suis opulentum fascibus Indum,Indus,urn:cite:perseus:latlexent.lex4040.1,urn:cite:croala:latmorph.morph.8.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l175.w5,195889.0,,,,,,,,,,,,,,,,,
estlocus2,Firmana,"Quod nisi Panthagatum tellus Firmana necasset ,",Firmanus,urn:cite:perseus:latlexent.lex3260.1,urn:cite:croala:latmorph.morph.108.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l261.w5,198760.0,,,,,,,,,,,,,,,,,
estlocus4,Achademiae,Atque Achademiae saucia turba gemit .,academia,urn:cite:perseus:latlexent.lex9375.1,urn:cite:croala:latmorph.morph.4.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l272.w2,199075.0,,,,,,,,,,,,,,,,,
estlocus2,Itala,"Fleuit Lesbiacos Itala terra sonos ,",Italus,urn:cite:perseus:latlexent.lex4144.1,urn:cite:croala:latmorph.morph.108.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l282.w3,199403.0,,,,,,,,,,,,,,,,,
estlocus2,Dircaeis,Nec sic Dircaeis extincto Amphione Thebis,Dircaeus,urn:cite:croala:latlexent.lext89184.1,urn:cite:croala:latmorph.morph.44.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l283.w3,199431.0,,,,,,,,,,,,,,,,,
estlocus4,Achademia,"Nunc tibi quae placidas Achademia cessit habenas ,",academia,urn:cite:perseus:latlexent.lex9375.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l7.w5,190357.0,,,,,,,,,,,,,,,,,
estlocus1,Auerni,"Visceribusque canes diras , passurus Auerni",Avernus,urn:cite:perseus:latlexent.lex1139.1,urn:cite:croala:latmorph.morph.11.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div30.l45.w5,217988.0,,,,,,,,,,,,,,,,,
estlocus4,Daxa,Hinc olitor Deus est . Sic Daxa pusilla laborat,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div31.l5.w6,218346.0,,,,,,,,,,,,,,,,,
estlocus2,Illyricum,"Sorgius , Illyricum littus ad usque ualens .",Illyricus,urn:cite:perseus:latlexent.lex4009.1,urn:cite:croala:latmorph.morph.132.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div31.l8.w2,218426.0,,,,,,,,,,,,,,,,,
estlocus3,Dalmatas,"Omnes Dalmatas , et propinqua Teucae",Dalmatae,urn:cite:perseus:latlexent.lex2664.1,urn:cite:croala:latmorph.morph.27.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div38.l20.w2,223435.0,,,,,,,,,,,,,,,,,
estlocus4,Barculique,Incunabula Barculique littus,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div38.l21.w2,223463.0,,,,,,,,,,,,,,,,,
estlocus1,Adriae,"Non brumam aut rabiem Adriae aestuantis ,",Adria,urn:cite:perseus:latlexent.lex170.1,urn:cite:croala:latmorph.morph.11.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div38.l28.w5,223627.0,,,,,,,,,,,,,,,,,
estlocus3,Iliae,Caelum hausisse uel Iliae uidetur,Ilia,urn:cite:perseus:latlexent.lex3988.1,urn:cite:croala:latmorph.morph.4.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div38.l43.w4,224050.0,,,,,,,,,,,,,,,,,
estlocus1,Illyricum,Hospes ad Illyricum nullus ab Vrbe uenit ?,Illyricum,urn:cite:croala:latlexent.lex36788.1,urn:cite:croala:latmorph.morph.15.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div4.l12.w3,200635.0,,,,,,,,,,,,,,,,,
estlocus2,Appia,"Appia , Flamminia est siue terenda uia .",Appius,urn:cite:croala:latlexent.lex50092.1,urn:cite:croala:latmorph.morph.108.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div5.l12.w1,202228.0,,,,,,,,,,,,,,,,,
estlocus2,Flamminia,"Appia , Flamminia est siue terenda uia .",Flaminius,urn:cite:croala:latlexent.lex50093.1,urn:cite:croala:latmorph.morph.108.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div5.l12.w2,202236.0,,,,,,,,,,,,,,,,,
estlocus2,Bari,"Seu Bari , Anconis moenia siue petet .",Barium,urn:cite:perseus:latlexent.lex1251.1,urn:cite:croala:latmorph.morph.18.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div5.l14.w2,202300.0,,,,,,,,,,,,,,,,,
estlocus2,Anconis,"Seu Bari , Anconis moenia siue petet .",Ancon,urn:cite:perseus:latlexent.lex553.1,urn:cite:croala:latmorph.morph.4.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div5.l14.w3,202308.0,,,,,,,,,,,,,,,,,
estlocus4,Cymmeriis,Si nunc Cymmeriis agam tenebris,Cimmerius,urn:cite:croala:latlexent.lex50094.1,urn:cite:croala:latmorph.morph.44.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div6.l1.w3,203624.0,,,,,,,,,,,,,,,,,
estlocus2,Cretaeis,"Cretaeis Epimenides sub antris ,",Cretaeus,urn:cite:croala:latlexent.lex50095.1,urn:cite:croala:latmorph.morph.80.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div6.l13.w1,203932.0,,,,,,,,,,,,,,,,,
estlocus4,Achademiae,"Sic Achademiae princeps censorque uocaris ,",academia,urn:cite:perseus:latlexent.lex9375.1,urn:cite:croala:latmorph.morph.4.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div8.l41.w2,206820.0,,,,,,,,,,,,,,,,,
estlocus3,Francorum,15 . Epitaphium Ludouici regis Francorum,Franci,urn:cite:perseus:latlexent.lex3301.1,urn:cite:croala:latmorph.morph.30.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div15.head.w5,232410.0,,,,,,,,,,,,,,,,,
estlocus1,Alpes,"Arma inter dux , miles eram Ludouicus : Alpes",Alpes,urn:cite:perseus:latlexent.lex429.1,urn:cite:croala:latmorph.morph.21.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div15.l1.w7,232450.0,,,,,,,,,,,,,,,,,
estlocus2,Cymmeria,Cymmeria somnum carpere ualle uetent .,Cimmerius,urn:cite:croala:latlexent.lex50094.1,urn:cite:croala:latmorph.morph.99.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div16.l10.w1,232903.0,,,,,,,,,,,,,,,,,
estlocus2,Cymmeria,"Quae tibi , Cymmeria quamuis in ualle cubares ,",Cimmerius,urn:cite:croala:latlexent.lex50094.1,urn:cite:croala:latmorph.morph.99.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div16.l9.w3,232872.0,,,,,,,,,,,,,,,,,
estlocus4,Boreae,Et Rhesi et Boreae perfida regna trucis !,boreas,urn:cite:perseus:latlexent.lex13662.1,urn:cite:croala:latmorph.morph.11.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div20.l104.w4,237207.0,,,,,,,,,,,,,,,,,
estlocus1,Arctos,"Arctos et Occasus corpus conspiret in unum ,",Arctos,urn:cite:perseus:latlexent.lex796.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div20.l119.w1,237650.0,,,,,,,,,,,,,,,,,
estlocus1,Asia,"Nec modo pensabunt Asia atque Europa labores ,",Asia,urn:cite:croala:latlexent.lex38242.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div20.l131.w4,238071.0,,,,,,,,,,,,,,,,,
estlocus1,Europa,"Nec modo pensabunt Asia atque Europa labores ,",Europa,urn:cite:croala:latlexent.lex26446.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div20.l131.w6,238079.0,,,,,,,,,,,,,,,,,
estlocus4,Athlas,"Continuum cuius torquet anhelus Athlas ,",Atlas,urn:cite:perseus:latlexent.lex1037.1,urn:cite:croala:latmorph.morph.13.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div20.l28.w5,234653.0,,,,,,,,,,,,,,,,,
estlocus1,Florentia,"Paret et alterius dicto Florentia , nutu",Florentia,urn:cite:perseus:latlexent.lex3284.1,urn:cite:croala:latmorph.morph.6.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div20.l43.w5,235189.0,,,,,,,,,,,,,,,,,
estlocus3,Ditis,Perque potestates binas sacraria Ditis,Dis,urn:cite:perseus:latlexent.lex2834.1,urn:cite:croala:latmorph.morph.11.1,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div20.l67.w5,235980.0,,,,,,,,,,,,,,,,,
