estLocus,Nomen,Textus,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR INITIALS,CTS URN,SEQUENCE,,,,,,,,,,,,,,,,,
estlocus4,Erebi,Iussit adire domos Erebi Stygiamque paludem,Erebus,urn:cite:perseus:latlexent.lex3053.1,urn:cite:croala:latmorph.morph.11.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l115.w4,984847.0,,,,,,,,,,,,,,,,,
estlocus4,Erebi,""" O mihi bellorum comites , Erebi effera proles ,",Erebus,urn:cite:perseus:latlexent.lex3053.1,urn:cite:croala:latmorph.morph.11.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l227.w5,988619.0,,,,,,,,,,,,,,,,,
estlocus4,Erebi,Deinde deos Erebi precibus compellat amicis :,Erebus,urn:cite:perseus:latlexent.lex3053.1,urn:cite:croala:latmorph.morph.11.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l206.w3,999725.0,,,,,,,,,,,,,,,,,
estlocus4,Erebo,"Atraque nigrantes Erebo nox intulit alas ,",Erebus,urn:cite:perseus:latlexent.lex3053.1,urn:cite:croala:latmorph.morph.10.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l4.w3,980993.0,,,,,,,,,,,,,,,,,
estlocus4,Erebum,Erebum,Erebus,urn:cite:perseus:latlexent.lex3053.1,urn:cite:croala:latmorph.morph.8.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l287.app.rdg1.w,979603.0,,,,,,,,,,,,,,,,,
estlocus4,Erebum,"Magna parens , Erebum medio quae claudis in antro ,",Erebus,urn:cite:perseus:latlexent.lex3053.1,urn:cite:croala:latmorph.morph.8.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l213.w3,1000004.0,,,,,,,,,,,,,,,,,
estlocus1,Eridanus,"Corniger Eridanus , Liparis , Moedusque Nyphates",Eridanus,urn:cite:perseus:latlexent.lex3063.1,urn:cite:croala:latmorph.morph.13.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l227.w2,977333.0,,,,,,,,,,,,,,,,,
estlocus1,Europae,"Aeacus Europae gentes , Rhadamantus Eoas",Europa,urn:cite:croala:latlexent.lex26446.1,urn:cite:croala:latmorph.morph.4.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l46.w2,994189.0,,,,,,,,,,,,,,,,,
estlocus1,Eurotas,Laurifer Eurotas et nigro excussus ab Orco,Eurotas,urn:cite:perseus:latlexent.lex3137.1,urn:cite:croala:latmorph.morph.13.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l226.w2,977300.0,,,,,,,,,,,,,,,,,
estlocus1,Gallae,Atque leues Gallae et furibundae sacra Cybelles .,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l264.w3,978664.0,,,,,,,,,,,,,,,,,
estlocus1,Gargara,Et quantis Idaea iugis se Gargara tollunt,Gargara,urn:cite:perseus:latlexent.lex3396.1,urn:cite:croala:latmorph.morph.37.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l197.w6,999416.0,,,,,,,,,,,,,,,,,
estlocus1,Gerionesque,"Stant prope , Gerionesque triceps procul aufugit hostem ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l42.w3,970239.0,,,,,,,,,,,,,,,,,
estlocus1,Germanosque,Germanosque Ioues diuisaque regna canebat .,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l99.w1,984315.0,,,,,,,,,,,,,,,,,
estlocus1,Getas,"Bellaces inferre Getas , fremit arduus , armi",Getae,urn:cite:perseus:latlexent.lex3452.1,urn:cite:croala:latmorph.morph.41.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l123.w3,996850.0,,,,,,,,,,,,,,,,,
estlocus1,Gnosiaci,Me quoque Gnosiaci qui quaesitoris acerbum,Gnosiacus,urn:cite:croala:latlexent.lex50021.1,urn:cite:croala:latmorph.morph.123.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l283.w3,990555.0,,,,,,,,,,,,,,,,,
estlocus1,Gnosius,Gnosius et residens celsa quaesitor in arce,Gnosius,urn:cite:perseus:latlexent.lex3483.1,urn:cite:croala:latmorph.morph.126.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l265.w1,989901.0,,,,,,,,,,,,,,,,,
estlocus4,Helicona,"Adsis , o Helicona tuens Iouis alma propago ,",Helicon,urn:cite:perseus:latlexent.lex3652.1,urn:cite:croala:latmorph.morph.8.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l7.w3,969022.0,,,,,,,,,,,,,,,,,
estlocus1,Hellespontiacos,Hellespontiacos portus Argoa carina,Hellespontiacus,urn:cite:croala:latlexent.lext89177.1,urn:cite:croala:latmorph.morph.62.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l113.w1,972954.0,,,,,,,,,,,,,,,,,
estlocus1,Hesperidum,"Hesperidum : "" Tu terrigenas , inuicte , Gigantes",Hesperis,urn:cite:perseus:latlexent.lex3752.1,urn:cite:croala:latmorph.morph.24.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l337.w1,1004188.0,,,,,,,,,,,,,,,,,
estlocus1,Hispanam,"Limina , in Hispanam Calpen qua surgit Abyla",Hispanus,urn:cite:perseus:latlexent.lex3819.1,urn:cite:croala:latmorph.morph.96.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l157.w3,974723.0,,,,,,,,,,,,,,,,,
estlocus1,Ida,""" Foelix Troianus Phrygia uenator ab Ida """,Ida,urn:cite:perseus:latlexent.lex3964.1,urn:cite:croala:latmorph.morph.2.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l259.w6,978491.0,,,,,,,,,,,,,,,,,
estlocus1,Idaea,Et quantis Idaea iugis se Gargara tollunt,Idaeus,urn:cite:perseus:latlexent.lex3965.1,urn:cite:croala:latmorph.morph.89.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l197.w3,999404.0,,,,,,,,,,,,,,,,,
estlocus1,Idalii,Siluas Idalii et nemus Cytheri,Idalium,urn:cite:perseus:latlexent.lex3967.1,urn:cite:croala:latmorph.morph.18.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:front.app2.rdg2.div.l2.w2,967863.0,,,,,,,,,,,,,,,,,
estlocus1,Idalio,Idalio saltu : hic miseros amor urit amantes .,Idalium,urn:cite:perseus:latlexent.lex3967.1,urn:cite:croala:latmorph.morph.16.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l318.w1,991754.0,,,,,,,,,,,,,,,,,
estlocus1,Ilerda,"Sperchios , Ilerda ,",Ilerda,urn:cite:perseus:latlexent.lex3985.1,urn:cite:croala:latmorph.morph.6.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l219.app.rdg1.w2,977038.0,,,,,,,,,,,,,,,,,
estlocus1,Illyrico,Ister et Illyrico ueniens a littore Narbon .,Illyricus,urn:cite:perseus:latlexent.lex4009.1,urn:cite:croala:latmorph.morph.135.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l229.w3,977399.0,,,,,,,,,,,,,,,,,
estlocus1,Inarimes,Inarimes quique Enceladum subiecimus Aetnae,Inarime,urn:cite:perseus:latlexent.lex4030.1,urn:cite:croala:latmorph.morph.4.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l232.w1,988768.0,,,,,,,,,,,,,,,,,
estlocus1,Inda,Qualis ubi in domibus magnis auis Inda puellis,Indus,urn:cite:perseus:latlexent.lex4038.1,urn:cite:croala:latmorph.morph.108.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l203.w7,976459.0,,,,,,,,,,,,,,,,,
estlocus1,Inferna,Inferna Stygium de regione canem .,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:back.app.rdg1.div.l2.w1,1004701.0,,,,,,,,,,,,,,,,,
estlocus1,Infernaeque,"Infernaeque domus , quo tempore matris ab aluo",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l154.w1,997849.0,,,,,,,,,,,,,,,,,
estlocus1,Ister,Ister et Illyrico ueniens a littore Narbon .,Ister,urn:cite:perseus:latlexent.lex4135.1,urn:cite:croala:latmorph.morph.13.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l229.w1,977391.0,,,,,,,,,,,,,,,,,
estlocus1,Lacaenis,Virginibus satyros cupiens miscere Lacaenis .,Lacaena,urn:cite:perseus:latlexent.lex4261.1,,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l216.w5,976932.0,,,,,,,,,,,,,,,,,
estlocus1,Lacinia,"Acer Auentinum , tu templa Lacinia condis .",Lacinius,urn:cite:croala:latlexent.lex50068.1,urn:cite:croala:latmorph.morph.89.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l340.w5,1004315.0,,,,,,,,,,,,,,,,,
estlocus1,Laethes,Fas Phlegetonte tenet placidoque in flumine Laethes,Laethe,urn:cite:croala:latlexent.lex50070.1,urn:cite:croala:latmorph.morph.4.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l296.w7,980017.0,,,,,,,,,,,,,,,,,
estlocus1,Laeuiathan,"Laeuiathan , crines flauos arrectaque pulchrae",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l77.w1,995272.0,,,,,,,,,,,,,,,,,
estlocus1,Laomedontida,"Aequoreoque rapis tu Laomedontida monstro . """,LEMMA,LEMMA CITE MORPH,MORPH CITE URN,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l345.w4,1004468.0,,,,,,,,,,,,,,,,,
estlocus1,Lapithas,Lapithas,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l77.app.rdg3.w,971453.0,,,,,,,,,,,,,,,,,
estlocus1,Lapitum,""" Rex Lapitum , armisoni proles a sanguine Martis ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l331.w2,992219.0,,,,,,,,,,,,,,,,,
estlocus4,Latona,"Quae prolem , Latona , tuam stridente sub ipsis",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l283.w3,979436.0,,,,,,,,,,,,,,,,,
estlocus4,Latoo,Seu tua Latoo potius cunabula Cyntho,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l12.w3,969207.0,,,,,,,,,,,,,,,,,
estlocus1,Lesbius,"Tractabant , supplex fundebat Lesbius aurum .",Lesbius,urn:cite:perseus:latlexent.lex4463.1,urn:cite:croala:latmorph.morph.126.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l311.w4,1003390.0,,,,,,,,,,,,,,,,,
estlocus1,Liparis,"Corniger Eridanus , Liparis , Moedusque Nyphates",Liparis,urn:cite:perseus:latlexent.lex4567.1,urn:cite:croala:latmorph.morph.6.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l227.w3,977341.0,,,,,,,,,,,,,,,,,
estlocus4,Luna,Nondum Luna nothos agitabat candida currus,Luna,urn:cite:perseus:latlexent.lex4646.1,urn:cite:croala:latmorph.morph.6.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l87.w2,995622.0,,,,,,,,,,,,,,,,,
estlocus1,Lycus,Dillectus que Dilectusque Lycus nymphis et fuluus Oaxis,Lycus,urn:cite:perseus:latlexent.lex4700.1,urn:cite:croala:latmorph.morph.13.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l220.w1,977100.0,,,,,,,,,,,,,,,,,
estlocus1,Maleae,"Est prope in obiectu rabidae spelunca Maleae ,",Malea,urn:cite:perseus:latlexent.lex4820.1,urn:cite:croala:latmorph.morph.4.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l22.w7,969565.0,,,,,,,,,,,,,,,,,
estlocus1,Maurum,"Implicat , Assacheus ueluti draco sanguine Maurum",Mauri,urn:cite:perseus:latlexent.lex4988.1,urn:cite:croala:latmorph.morph.30.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l180.w6,987060.0,,,,,,,,,,,,,,,,,
estlocus1,Meles,Smyrneusque Meles et multo Marte notatus,Meles,urn:cite:perseus:latlexent.lex5070.1,urn:cite:croala:latmorph.morph.13.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l228.w2,977366.0,,,,,,,,,,,,,,,,,
estlocus1,Memphitico,Memphitico pingues e,Memphiticus,urn:cite:croala:latlexent.lext89178.1,,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l149.app.rdg2.w1,974423.0,,,,,,,,,,,,,,,,,
estlocus1,Methymnaeus,Qua Methymnaeus donaria liquit Arion :,Methymnaeus,urn:cite:croala:latlexent.lex50063.1,urn:cite:croala:latmorph.morph.126.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l307.w2,1003254.0,,,,,,,,,,,,,,,,,
estlocus1,Moedusque,"Corniger Eridanus , Liparis , Moedusque Nyphates",Medus,urn:cite:perseus:latlexent.lex5022.1,urn:cite:croala:latmorph.morph.13.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l227.w4,977349.0,,,,,,,,,,,,,,,,,
estlocus1,Mycenaeo,"Monstra Mycenaeo domuit superat sub rege , timendus",Mycenaeus,urn:cite:croala:latlexent.lext89175.1,urn:cite:croala:latmorph.morph.117.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l5.w2,968926.0,,,,,,,,,,,,,,,,,
estlocus1,Mysia,Iurabant nil scire tui . Scit Mysia quantum,Mysia,urn:cite:perseus:latlexent.lex5482.1,urn:cite:croala:latmorph.morph.6.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l98.w6,972375.0,,,,,,,,,,,,,,,,,
estlocus1,Narbon,Ister et Illyrico ueniens a littore Narbon .,Narbo,urn:cite:perseus:latlexent.lex5512.1,urn:cite:croala:latmorph.morph.13.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l229.w7,977415.0,,,,,,,,,,,,,,,,,
estlocus1,Naron,"Dalmaticus Naron , Phasis Phrygiusque Caycus ,",Naro,urn:cite:perseus:latlexent.lex5516.1,urn:cite:croala:latmorph.morph.13.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l225.w2,977267.0,,,,,,,,,,,,,,,,,
estlocus1,Neapolitano,Reuerendissimo in Christo patri D. Oliuerio Carraphe Cardinali Neapolitano episcopo Sabinensi protectori Ragusino Iacobus Bonus,Neapolitanus,urn:cite:croala:latlextent.lext89173.1,urn:cite:croala:latmorph.morph.120.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:front.app2.rdg2.div.head.app.rdg1.w8,967754.0,,,,,,,,,,,,,,,,,
estlocus1,Nemeaeo,Nudatumque clepit Nemeaeo tegmine corpus,Nemeaeus,urn:cite:croala:latlexent.lex50017.1,urn:cite:croala:latmorph.morph.135.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l160.w3,986424.0,,,,,,,,,,,,,,,,,
estlocus1,Nessumque,Ad Rhodani ripas sternis Nessumque latronemque,Nessus,urn:cite:perseus:latlexent.lex5646.1,urn:cite:croala:latmorph.morph.8.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l339.w5,1004282.0,,,,,,,,,,,,,,,,,
estlocus1,Nesti,Quum leo descendit poturus flumina Nesti,Nestus,urn:cite:croala:latlexent.lex50030.1,urn:cite:croala:latmorph.morph.11.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l121.w6,996788.0,,,,,,,,,,,,,,,,,
estlocus1,Nilus,Et septemgeminus secreto Nilus ab ortu,Nilus,urn:cite:perseus:latlexent.lex5696.1,urn:cite:croala:latmorph.morph.13.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l222.w4,977166.0,,,,,,,,,,,,,,,,,
estlocus1,Nyphates,"Corniger Eridanus , Liparis , Moedusque Nyphates",Niphates,urn:cite:perseus:latlexent.lex5704.1,urn:cite:croala:latmorph.morph.13.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l227.w5,977353.0,,,,,,,,,,,,,,,,,
estlocus1,Oaxis,Dillectus que Dilectusque Lycus nymphis et fuluus Oaxis,Oaxes,urn:cite:perseus:latlexent.lex5824.1,urn:cite:croala:latmorph.morph.11.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l220.w5,977116.0,,,,,,,,,,,,,,,,,
estlocus4,Oceani,"Praecipue Oceani thalamos , ipsoque canebat",Oceanus,urn:cite:perseus:latlexent.lex5839.1,urn:cite:croala:latmorph.morph.11.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l173.w2,975375.0,,,,,,,,,,,,,,,,,
estlocus4,Oceani,"Oceani , scopulis sed firma sonantibus haeret",Oceanus,urn:cite:perseus:latlexent.lex5839.1,urn:cite:croala:latmorph.morph.11.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l204.w1,987836.0,,,,,,,,,,,,,,,,,
estlocus4,Oceano,"Dignum erit Oceano . Ite , citos mihi ducite currus ,",Oceanus,urn:cite:perseus:latlexent.lex5839.1,urn:cite:croala:latmorph.morph.10.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l179.w3,975589.0,,,,,,,,,,,,,,,,,
estlocus4,Oceanoque,"Oceanoque fuga pulsae maria alta petebant ,",Oceanus,urn:cite:perseus:latlexent.lex5839.1,urn:cite:croala:latmorph.morph.9.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l23.w1,981604.0,,,,,,,,,,,,,,,,,
estlocus4,Oceanum,Oceanum terras magnis discumbere mensis,Oceanus,urn:cite:perseus:latlexent.lex5839.1,urn:cite:croala:latmorph.morph.8.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l274.w1,979103.0,,,,,,,,,,,,,,,,,
estlocus4,Oceanum,"Oceanum mentemque Iouis cum coniuge saeua ,",Oceanus,urn:cite:perseus:latlexent.lex5839.1,urn:cite:croala:latmorph.morph.8.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l280.w1,979309.0,,,,,,,,,,,,,,,,,
estlocus4,Oceanus,Oceanus magnoque tubae clangore uocabant,Oceanus,urn:cite:perseus:latlexent.lex5839.1,urn:cite:croala:latmorph.morph.13.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l188.w1,975948.0,,,,,,,,,,,,,,,,,
estlocus4,Oceanus,Oceanus Scythico balaenis aequore iunctis,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l6.w1,981047.0,,,,,,,,,,,,,,,,,
estlocus4,Oceanus,"Tum pater Oceanus casum miseratus iniquum acerbum ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l41.w3,982230.0,,,,,,,,,,,,,,,,,
estlocus1,Oechalicas,"Victor , et Oechalicas euertit funditus arces .",Oechalicus,urn:cite:croala:latlextent.lext89174.1,urn:cite:croala:latmorph.morph.41.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l6.w3,968985.0,,,,,,,,,,,,,,,,,
estlocus1,Oethei,"Colchon , et Oethei ducebat Phasydos undas ,",Oeteus,urn:cite:croala:latlexent.lex50105.1,urn:cite:croala:latmorph.morph.11.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l116.w3,973053.0,,,,,,,,,,,,,,,,,
estlocus1,Olympi,"Exortusque petunt alii bipatentis Olympi ,",Olympus,urn:cite:perseus:latlexent.lex5944.1,urn:cite:croala:latmorph.morph.11.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l314.w5,980635.0,,,,,,,,,,,,,,,,,
estlocus1,Olympi,"Quis deus haec superi praedicere posset Olympi ,",Olympus,urn:cite:perseus:latlexent.lex5944.1,urn:cite:croala:latmorph.morph.11.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l271.w7,990151.0,,,,,,,,,,,,,,,,,
estlocus1,Olympi,""" Principio architenens excelsi rector Olympi ,",Olympus,urn:cite:perseus:latlexent.lex5944.1,urn:cite:croala:latmorph.morph.11.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l1.w5,992624.0,,,,,,,,,,,,,,,,,
estlocus1,Olympi,"Sustollam super astra deoque aequabor Olympi . """,Olympus,urn:cite:perseus:latlexent.lex5944.1,urn:cite:croala:latmorph.morph.11.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l104.w6,996215.0,,,,,,,,,,,,,,,,,
estlocus1,Olympi,Prodiit et uenit dii sub lumen Olympi .,Olympus,urn:cite:perseus:latlexent.lex5944.1,urn:cite:croala:latmorph.morph.11.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l155.w7,997910.0,,,,,,,,,,,,,,,,,
estlocus1,Olympi,"Vos quoque uocales magni Syrenes Olympi ,",Olympus,urn:cite:perseus:latlexent.lex5944.1,urn:cite:croala:latmorph.morph.11.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l228.w6,1000611.0,,,,,,,,,,,,,,,,,
estlocus1,Olympo,"Tu uotis fruere fruerere tuis , foret alter Olympo",Olympus,urn:cite:perseus:latlexent.lex5944.1,urn:cite:croala:latmorph.morph.9.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l61.w6,983027.0,,,,,,,,,,,,,,,,,
estlocus1,Olympo,Ignaros homines a summo auertit Olympo,Olympus,urn:cite:perseus:latlexent.lex5944.1,urn:cite:croala:latmorph.morph.9.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l19.w6,993270.0,,,,,,,,,,,,,,,,,
estlocus1,Olympo,"Aetherii , diuos summo formauit Olympo .",Olympus,urn:cite:perseus:latlexent.lex5944.1,urn:cite:croala:latmorph.morph.9.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l86.w5,995605.0,,,,,,,,,,,,,,,,,
estlocus1,Olympo,"Et summi mens alta dei , quo maior Olympo",Olympus,urn:cite:perseus:latlexent.lex5944.1,urn:cite:croala:latmorph.morph.9.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l92.w8,995819.0,,,,,,,,,,,,,,,,,
estlocus1,Olympum,Fert quaeque aetherium subter nascuntur Olympum !,Olympus,urn:cite:perseus:latlexent.lex5944.1,urn:cite:croala:latmorph.morph.8.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l249.w6,989381.0,,,,,,,,,,,,,,,,,
estlocus1,Olympum,"Scandit ad aetherium tecum sublimis Olympum . """,Olympus,urn:cite:perseus:latlexent.lex5944.1,urn:cite:croala:latmorph.morph.8.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l290.w6,990814.0,,,,,,,,,,,,,,,,,
estlocus1,Olympus,"Quantus Olympus , Athos quantus , uel nubifer Atlas",Olympus,urn:cite:perseus:latlexent.lex5944.1,urn:cite:croala:latmorph.morph.13.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l194.w2,999289.0,,,,,,,,,,,,,,,,,
estlocus4,Orbe,"Orbe trahens , causa et tantae uenit ecce procellae :",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l21.w1,981534.0,,,,,,,,,,,,,,,,,
estlocus4,Orbes,Orbes quem decimum uocant Leonem .,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:front.app2.rdg2.div.l9.app.rdg2.w1,968226.0,,,,,,,,,,,,,,,,,
estlocus1,Orcadas,Orcadas et magnos rapiat fuga in aequora montes .,Orcades,urn:cite:perseus:latlexent.lex6010.1,urn:cite:croala:latmorph.morph.21.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l27.w1,981736.0,,,,,,,,,,,,,,,,,
estlocus4,Orci,"Quamuis inferni trita est uia , uos tamen Orci",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l28.w8,969771.0,,,,,,,,,,,,,,,,,
estlocus4,Orci,Et Stygias seruare domos dedit arbiter Orci .,Orcus,urn:cite:perseus:latlexent.lex6018.1,urn:cite:croala:latmorph.morph.11.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l186.w7,987278.0,,,,,,,,,,,,,,,,,
estlocus4,Orci,Sed neque Cocyti nox importuna nec Orci,Orcus,urn:cite:perseus:latlexent.lex6018.1,urn:cite:croala:latmorph.morph.11.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l257.w7,989661.0,,,,,,,,,,,,,,,,,
estlocus4,Orci,Faucibus e mediis mediisque ex ignibus Orci,Orcus,urn:cite:perseus:latlexent.lex6018.1,urn:cite:croala:latmorph.morph.11.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l142.w7,997509.0,,,,,,,,,,,,,,,,,
estlocus4,Orci,Coniugis Admeti furuis e sedibus Orci,Orcus,urn:cite:perseus:latlexent.lex6018.1,urn:cite:croala:latmorph.morph.11.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l344.w6,1004447.0,,,,,,,,,,,,,,,,,
estlocus4,Orco,Cernit ibi plures tristi quos miserat Orco :,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l75.w7,971386.0,,,,,,,,,,,,,,,,,
estlocus4,Orco,Laurifer Eurotas et nigro excussus ab Orco,Orcus,urn:cite:perseus:latlexent.lex6018.1,urn:cite:croala:latmorph.morph.13.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div1.l226.w7,977320.0,,,,,,,,,,,,,,,,,
estlocus4,Orco,Scilicet in terris meruit . Non protinus Orco,Orcus,urn:cite:perseus:latlexent.lex6018.1,urn:cite:croala:latmorph.morph.9.1,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l173.w7,998568.0,,,,,,,,,,,,,,,,,
