estLocus,Nomen,Textus,LEMMA,LOCI CITE URN,ANNOTATOR INITIALS,CTS URN,SEQUENCE,,,,,,,,,,,,,,,,,
estlocus4,Ausoniae,"I tamen , Ausoniae gentis decus , obuia quamuis",Ausonius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div3.l15.w3,78521.0,,,,,,,,,,,,,,,,,
estlocus1,Auentinum,"Praestat Auentinum furem et Busyridis aras ,",Aventinus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div3.l41.w2,79388.0,,,,,,,,,,,,,,,,,
estlocus4,Ismarii,"Ismarii stabulum praestat adire ducis ,",Ismarius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div3.l42.w1,79416.0,,,,,,,,,,,,,,,,,
estlocus4,Caucaseasque,"Caucaseasque niues et inhospita saxa Promethei ,",Caucaseus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div3.l45.w1,79508.0,,,,,,,,,,,,,,,,,
estlocus3,Gargani,"Quam iuga Gargani , aut Veseui incendia montis",Garganus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div3.l47.w3,79576.0,,,,,,,,,,,,,,,,,
estlocus1,Italiam,Captiuam famulis gentibus Italiam .,Italia,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div3.l56.w4,79863.0,,,,,,,,,,,,,,,,,
estlocus2,Illyris,Pendeat ad laudes Illyris ora tuas :,Illyris,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div4.l18.w4,80440.0,,,,,,,,,,,,,,,,,
estlocus2,Illyris,"Agnoscit uultus Illyris ora tuos ,",Illyris,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div8.l2.w3,86109.0,,,,,,,,,,,,,,,,,
estlocus1,Epidaurus,"Si te patritiis Epidaurus honorat alumnis ,",Epidaurus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div8.l21.w4,86777.0,,,,,,,,,,,,,,,,,
estlocus1,Indus,Quem niger extrema nouerit Indus aqua ?,Indus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div8.l22.w5,86813.0,,,,,,,,,,,,,,,,,
estlocus4,Babylonius,Lucrinus puer et piscis Babylonius et qui,Babylonius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div9.l1.w5,87190.0,,,,,,,,,,,,,,,,,
estlocus4,Hypponis,"Hypponis puero terga premenda dedit ,",Hippo,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div9.l2.w1,87206.0,,,,,,,,,,,,,,,,,
estlocus4,Ausonia,"Necnon Ausonia procacitate ,",Ausonius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div1.l43.w2,109579.0,,,,,,,,,,,,,,,,,
estlocus1,Acheronta,Fictum Acheronta putas ? Furiarum uerbera rides ?,Acheron,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div10.l11.w2,127031.0,,,,,,,,,,,,,,,,,
estlocus1,Danubio,Danubio aut Nilo non uilior Ombla fuisset,Danubius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div11.l35.w1,130593.0,,,,,,,,,,,,,,,,,
estlocus1,Capreas,"Nec Capreas molles , Baiarum aut stagna requirat",Capreae,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div11.l47.w2,130993.0,,,,,,,,,,,,,,,,,
estlocus2,Baiarum,"Nec Capreas molles , Baiarum aut stagna requirat",Baiae,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div11.l47.w4,131005.0,,,,,,,,,,,,,,,,,
estlocus2,Corcyraeum,"Aut Corcyraeum malit habere nemus ,",Corcyraeus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div11.l48.w2,131029.0,,,,,,,,,,,,,,,,,
estlocus3,Hesperidumue,Hesperidumue hortos desideret altaque Tempe,Hesperides,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div11.l49.w1,131053.0,,,,,,,,,,,,,,,,,
estlocus4,Caucaseae,"Caucaseae possent quocum rubuisse pruinae ,",Caucaseus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div11.l55.w1,131240.0,,,,,,,,,,,,,,,,,
estlocus1,Adria,"Nanque reluctetur licet obuius Adria , mollem",Adria,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div11.l7.w5,129714.0,,,,,,,,,,,,,,,,,
estlocus2,Gangetica,Ipsa tuas uires Gangetica terra fatetur,Gangeticus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div12.l39.w4,132636.0,,,,,,,,,,,,,,,,,
estlocus1,India,Nigraque Bassaricis India uicta choris .,India,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div12.l40.w3,132660.0,,,,,,,,,,,,,,,,,
estlocus3,Gethis,"Bella nec humanis saeua gerenda Gethis ,",Getae,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div12.l54.w6,133072.0,,,,,,,,,,,,,,,,,
estlocus4,Hyblaea,Hyblaea quod arundine,Hyblaeus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div15.l11.w1,134592.0,,,,,,,,,,,,,,,,,
estlocus4,Hymetii,Fauos mellis Hymetii,Hymettius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div15.l3.w3,134468.0,,,,,,,,,,,,,,,,,
estlocus2,Erythraeas,Alter Erythraeas pergat mercator ad undas,Erythraeus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div16.l1.w2,134737.0,,,,,,,,,,,,,,,,,
estlocus3,Aethiopas,Persequar exustos decolor Aethiopas ?,Aethiops,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div16.l22.w4,135408.0,,,,,,,,,,,,,,,,,
estlocus3,Britannos,Alter et extremo scrutetur in orbe Britannos,Britanni,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div16.l3.w7,134813.0,,,,,,,,,,,,,,,,,
estlocus1,Antiliam,Vlteriusque feram nauiget Antiliam .,Antilia,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div16.l4.w4,134833.0,,,,,,,,,,,,,,,,,
estlocus4,Eoas,Non mihi nunc curae est Eoas uisere gentes,Eous,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div16.l5.w6,134865.0,,,,,,,,,,,,,,,,,
estlocus4,Auerna,"Nulla , nec infandae pestis Auerna times ,",Averna,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div19.l34.w5,140185.0,,,,,,,,,,,,,,,,,
estlocus2,Eoi,"Hinc uocat Eoi concha uenusta maris ,",Eous,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div19.l68.w3,141381.0,,,,,,,,,,,,,,,,,
estlocus1,Illyrici,"Rhacusam , Illyrici decus , canisque",Illyricum,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div20.l10.w2,143218.0,,,,,,,,,,,,,,,,,
estlocus2,Cyclopea,Et Cyclopea saxa ductibusque,Cyclopeus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div20.l12.w2,143266.0,,,,,,,,,,,,,,,,,
estlocus1,Baias,Credas nec ueteres fuisse Baias .,Baiae,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div20.l20.w5,143466.0,,,,,,,,,,,,,,,,,
estlocus4,Barculumque,Infestum mare Barculumque Teucamque,LEMMA,,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div20.l34.w3,143801.0,,,,,,,,,,,,,,,,,
estlocus2,Dardanosque,Incunabula Dardanosque montes,Dardanus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div20.l41.w2,143957.0,,,,,,,,,,,,,,,,,
estlocus1,Illyriam,"Omnemque Illyriam libens honestas ,",Illyria,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div20.l45.w2,144041.0,,,,,,,,,,,,,,,,,
estlocus1,Illyriae,Vastos Illyriae colonus asper,Illyria,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div22.l23.w2,145168.0,,,,,,,,,,,,,,,,,
estlocus4,Indico,"Indico Genium meumque fraudo ,",LEMMA,,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div22.l36.w1,145484.0,,,,,,,,,,,,,,,,,
estlocus4,Caribdis,"Importunus hydrops , uorax Caribdis .",Charybdis,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div22.l64.w4,146179.0,,,,,,,,,,,,,,,,,
estlocus4,Coccyti,"Coccyti soboles , soror Megerae ,",Cocytus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div23.l13.w1,146562.0,,,,,,,,,,,,,,,,,
estlocus1,Indus,"Amphrysum prope nascitur , quod Indus",Indus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div23.l41.w5,147305.0,,,,,,,,,,,,,,,,,
estlocus1,Cyrenis,"Ergo quod Lybicis uiret Cyrenis ,",Cyrenae,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div23.l47.w5,147460.0,,,,,,,,,,,,,,,,,
estlocus1,Athlas,"Athlas caelifer , experire et offam",Atlas,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div23.l49.w1,147496.0,,,,,,,,,,,,,,,,,
estlocus4,Idalius,Taela quot Idalius prompsit acerba puer .,Idalius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div3.l20.w3,112033.0,,,,,,,,,,,,,,,,,
estlocus2,Chaonii,Chaonii nemoris praecinat augur auis .,Chaonius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div3.l52.w1,113123.0,,,,,,,,,,,,,,,,,
estlocus4,Ituraeas,Nec tot Ituraeas armare uenena sagittas,Ituraeus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div3.l57.w3,113315.0,,,,,,,,,,,,,,,,,
estlocus1,Asiae,"Aut Asiae molles uincere diuitiae ,",Asia,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div3.l74.w2,113858.0,,,,,,,,,,,,,,,,,
estlocus4,Assyrii,"Vrror ut Assyrii templis urruntur odores ,",Assyrius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div4.l63.w3,116868.0,,,,,,,,,,,,,,,,,
estlocus4,Caucaseas,"Non ego Caucaseas uerear calcare pruinas ,",Caucaseus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div4.l83.w3,117579.0,,,,,,,,,,,,,,,,,
estlocus2,Ionii,"Et maris Ionii saeuiat ira minax ,",Ionius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div4.l92.w3,117879.0,,,,,,,,,,,,,,,,,
estlocus4,Hyrcanas,Fecit et Hyrcanas succubuisse feras .,Hyrcanus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div5.l54.w3,120039.0,,,,,,,,,,,,,,,,,
estlocus1,Erythra,"Mutarim , aut opibus , diues Erythra , tuis .",Erythra,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div6.l16.w5,120968.0,,,,,,,,,,,,,,,,,
estlocus2,Delphica,Delphica quam laudes templa mouere meas .,Delphicus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div6.l60.w1,122454.0,,,,,,,,,,,,,,,,,
estlocus2,Cytheriacis,"Trita Cytheriacis concha refulget aquis ,",Cytheriacus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div7.l10.w2,122853.0,,,,,,,,,,,,,,,,,
estlocus4,Colchiacis,"Nec tibi Colchiacis facies iuuenescet ahenis ,",Colchiacus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div4.div8.l25.w3,124509.0,,,,,,,,,,,,,,,,,
estlocus2,Flamminiae,Flamminiae et nostri documentum ostendet amoris,Flamminia,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div1.l151.w1,155232.0,,,,,,,,,,,,,,,,,
estlocus3,Aethiopum,"Aethiopum conuiua Iouis , seu lumine fesso",Aethiops,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div1.l47.w1,151848.0,,,,,,,,,,,,,,,,,
estlocus1,Ausoniae,Scilicet Ausoniae laudantem numina laurus,Ausonia,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div1.l73.w2,152675.0,,,,,,,,,,,,,,,,,
estlocus2,Caledoniosque,"Componit Gallosque Caledoniosque Britannos ,",Caledonius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l111.w3,159173.0,,,,,,,,,,,,,,,,,
estlocus1,Istri,"Arctoasque manus , ripasque binominis Istri",Ister,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l114.w5,159265.0,,,,,,,,,,,,,,,,,
estlocus4,Italisque,Munit ouans Italisque auertit ab arcibus hostem .,Italus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l115.w3,159281.0,,,,,,,,,,,,,,,,,
estlocus1,Canopum,Infidamque Pharum detestatamque Canopum,Canopus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l121.w4,159497.0,,,,,,,,,,,,,,,,,
estlocus3,Aethiopum,"2 , 44 - 45 Assimulant . . . resoluunt in margine : Humanas si quando dapes terrasque reuisunt / Aethiopum mediaque pares epulantur harena",Aethiops,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l45.note.w12,156957.0,,,,,,,,,,,,,,,,,
estlocus2,Itala,Nec tantum uestris ditionibus Itala iurant,Italus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l56.w5,157345.0,,,,,,,,,,,,,,,,,
estlocus1,Alpes,"Nec modo trans Alpes Pirenaeumque cucurrit ,",Alpes,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l59.w4,157433.0,,,,,,,,,,,,,,,,,
estlocus3,Herculeas,Sed longe Herculeas audet transcendere metas,Herculeus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l60.w3,157461.0,,,,,,,,,,,,,,,,,
estlocus1,Arctonque,"Vester honos , ultra Boreanque Arctonque rigentem",Arctos,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l61.w5,157501.0,,,,,,,,,,,,,,,,,
estlocus4,Hiberne,Hiberne,LEMMA,,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l63.corr.w,157573.0,,,,,,,,,,,,,,,,,
estlocus1,Britannia,Orchades atque alio porrecta Britannia mundo,Britannia,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l65.w5,157630.0,,,,,,,,,,,,,,,,,
estlocus1,Antiliaeque,"Antiliaeque , fero genus intractabile ritu ,",Antilia,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l66.w1,157642.0,,,,,,,,,,,,,,,,,
estlocus4,Hibera,"Classis Hibera domat latisque Hispania terris ,",Hiberus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l71.w2,157790.0,,,,,,,,,,,,,,,,,
estlocus1,Hispania,"Classis Hibera domat latisque Hispania terris ,",Hispania,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l71.w5,157802.0,,,,,,,,,,,,,,,,,
estlocus1,Ister,"Moenia pellitae gentes , quas Rhenus et Ister",Ister,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l96.w7,158636.0,,,,,,,,,,,,,,,,,
estlocus1,Hispania,"Hinc mulis aduecta suis Hispania , uerbis",Hispania,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div2.l99.w5,158724.0,,,,,,,,,,,,,,,,,
estlocus4,Antipodasque,Signifer Antipodasque ima statione coaegit,antipodes,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l100.w2,166676.0,,,,,,,,,,,,,,,,,
estlocus4,Babylonia,"Stellarum subitas Babylonia cura catheruas ,",Babylonius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l104.w3,166784.0,,,,,,,,,,,,,,,,,
estlocus1,Athlas,Opstupuitque humero grauiori caelifer Athlas .,Atlas,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l106.w5,166848.0,,,,,,,,,,,,,,,,,
estlocus4,Herimanthaeus,Teque Herimanthaeus torua cum matre Bootes,Erymantheus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l119.w2,167247.0,,,,,,,,,,,,,,,,,
estlocus4,Bootes,Teque Herimanthaeus torua cum matre Bootes,Bootes,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l119.w6,167263.0,,,,,,,,,,,,,,,,,
estlocus4,Dictaeae,Pulcraque Dictaeae stupuerunt astra puellae .,Dictaeus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l120.w2,167275.0,,,,,,,,,,,,,,,,,
estlocus1,Delphos,Nec uero tripodas nec oportuit hiscere Delphos,Delphi,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l135.w7,167812.0,,,,,,,,,,,,,,,,,
estlocus1,Hetruria,"Corniger , aut uano mendax Hetruria ritu ,",Etruria,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l138.w5,167900.0,,,,,,,,,,,,,,,,,
estlocus4,Caldaeique,"Caldaeique senes , praesaga quid astra loquantur",Chaldaeus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l139.w1,167916.0,,,,,,,,,,,,,,,,,
estlocus4,Cynosura,"Ecce uiros , seu quos caeli Cynosura sub imo",Cynosura,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l18.w6,164100.0,,,,,,,,,,,,,,,,,
estlocus4,Helice,"Siue Lychaoniis Helice demisit ab astris ,",helice,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l20.w3,164156.0,,,,,,,,,,,,,,,,,
estlocus4,Graieue,"Vrsina de gente uides , Graieue puellae",Graius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l21.w5,164200.0,,,,,,,,,,,,,,,,,
estlocus1,Gangem,"Qualis apud Gangem , famulis et ouantior Indis ,",Ganges,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l234.w3,171040.0,,,,,,,,,,,,,,,,,
estlocus4,Indis,"Qualis apud Gangem , famulis et ouantior Indis ,",Indus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l234.w7,171060.0,,,,,,,,,,,,,,,,,
estlocus2,Cadmaea,"Laetior , aula nouos geminat Cadmaea triumphos .",Cadmeus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l241.w5,171271.0,,,,,,,,,,,,,,,,,
estlocus4,Baleari,"Verbere nunc glandes Baleari , grandinis instar .",Balearis,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l292.w4,172961.0,,,,,,,,,,,,,,,,,
estlocus1,Eurota,Eurota mirante suos in gymnade prima,Eurotas,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l298.w1,173145.0,,,,,,,,,,,,,,,,,
estlocus4,Calabrique,"Pontificis Calabrique ducis socia arma sequutum ,",Calaber,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l357.w2,175094.0,,,,,,,,,,,,,,,,,
estlocus1,Florentia,"Et coniuratas tremeret Florentia uires ,",Florentia,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l363.w4,175286.0,,,,,,,,,,,,,,,,,
estlocus4,Hetrusca,"Res Hetrusca suo : sociis Estensius armis ,",Etruscus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l409.w2,176776.0,,,,,,,,,,,,,,,,,
estlocus1,Ferraria,"Quem Phaethontaeo Ferraria misit ab amne ,",Ferraria,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l410.w3,176816.0,,,,,,,,,,,,,,,,,
estlocus2,Adriaci,"Vrbs Venetum , Adriaci dominatrix maxima ponti ,",Adriacus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l413.w3,176920.0,,,,,,,,,,,,,,,,,
estlocus1,Hetruria,"Esse tuis praesto cessauit , Hetruria , rebus .",Etruria,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l414.w5,176964.0,,,,,,,,,,,,,,,,,
estlocus1,Arni,"Vos testes , fluuii hostiles innabilis Arni ,",Arnus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l443.w6,177959.0,,,,,,,,,,,,,,,,,
estlocus3,Alpes,"Non Alpes te mille iugis arcere ruentem ,",Alpes,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div4.l446.w2,178051.0,,,,,,,,,,,,,,,,,
estlocus1,Gallia,"Aut prohibere uelis ne tantum Gallia peccet ,",Gallia,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div5.l14.w6,179640.0,,,,,,,,,,,,,,,,,
estlocus1,Hesperiae,Iuncta sed Hesperiae corpus conspiret in unum,Hesperia,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div5.div5.l15.w3,179664.0,,,,,,,,,,,,,,,,,
estlocus4,Hebraea,Quid quod et unguentum in tumulo atque Hebraea bibebat,Hebraeus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div2.l35.w8,188400.0,,,,,,,,,,,,,,,,,
estlocus4,Boreae,Et Rhodope et Boreae Martia regna trucis .,boreas,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div2.l62.w4,189267.0,,,,,,,,,,,,,,,,,
estlocus2,Capitolino,"Nunc Capitolino rursus humata iugo ,",Capitolinus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div2.l78.w2,189815.0,,,,,,,,,,,,,,,,,
estlocus4,Assyrio,Nuda nec Assyrio mersa liquore iacet .,Assyrius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div2.l84.w3,190044.0,,,,,,,,,,,,,,,,,
estlocus4,Amphionia,Quos Amphionia saxa habuere lyra .,Amphionius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div21.l4.w2,210941.0,,,,,,,,,,,,,,,,,
estlocus1,Cytheron,"Qui tamen ut rupes Rodopeia , siue Cytheron",Cithaeron,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div21.l5.w7,210993.0,,,,,,,,,,,,,,,,,
estlocus1,Illurici,"Et nocet Illurici pupula bina trucis ,",Illyricum,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div23.l54.w3,213111.0,,,,,,,,,,,,,,,,,
estlocus2,Heliconia,"Sed tamen excludunt sanos Heliconia Tempe ,",Heliconius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div23.l65.w5,213466.0,,,,,,,,,,,,,,,,,
estlocus1,Hispania,"Quam tibi dat consors Hispania , sed decus astris",Hispania,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div29.l25.w5,216364.0,,,,,,,,,,,,,,,,,
estlocus2,Ioniumque,Tyrrenum ditant Ioniumque mare ;,Ionius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div29.l4.w3,215681.0,,,,,,,,,,,,,,,,,
estlocus4,Delphica,Ramosum cingant Delphica serta caput ;,Delphicus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l112.w3,193872.0,,,,,,,,,,,,,,,,,
estlocus4,Hyblaea,"Sic Hyblaea suos properat claementia flores ,",Hyblaeus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l139.w2,194731.0,,,,,,,,,,,,,,,,,
estlocus1,Araxes,"Nec tantam imperii molem eluctatus Araxes ,",Araxes,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l169.w6,195681.0,,,,,,,,,,,,,,,,,
estlocus3,Britannos,Quod Tanaim Nilumque interiacet atque Britannos,Britanni,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l171.w6,195741.0,,,,,,,,,,,,,,,,,
estlocus1,Gangem,"Et Gangem , Eoum littus ad usque patet ,",Ganges,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l172.w2,195753.0,,,,,,,,,,,,,,,,,
estlocus2,Eoum,"Et Gangem , Eoum littus ad usque patet ,",Eous,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l172.w3,195761.0,,,,,,,,,,,,,,,,,
estlocus1,Caucasus,"Hoc sibi deuictum est ; nec uallo Caucasus horrens ,",Caucasus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l173.w7,195817.0,,,,,,,,,,,,,,,,,
estlocus1,Indum,Subiecitque suis opulentum fascibus Indum,Indus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l175.w5,195889.0,,,,,,,,,,,,,,,,,
estlocus2,Firmana,"Quod nisi Panthagatum tellus Firmana necasset ,",Firmanus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l261.w5,198760.0,,,,,,,,,,,,,,,,,
estlocus4,Achademiae,Atque Achademiae saucia turba gemit .,academia,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l272.w2,199075.0,,,,,,,,,,,,,,,,,
estlocus2,Itala,"Fleuit Lesbiacos Itala terra sonos ,",Italus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l282.w3,199403.0,,,,,,,,,,,,,,,,,
estlocus2,Dircaeis,Nec sic Dircaeis extincto Amphione Thebis,Dircaeus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l283.w3,199431.0,,,,,,,,,,,,,,,,,
estlocus4,Achademia,"Nunc tibi quae placidas Achademia cessit habenas ,",academia,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div3.l7.w5,190357.0,,,,,,,,,,,,,,,,,
estlocus1,Auerni,"Visceribusque canes diras , passurus Auerni",Avernus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div30.l45.w5,217988.0,,,,,,,,,,,,,,,,,
estlocus4,Daxa,Hinc olitor Deus est . Sic Daxa pusilla laborat,LEMMA,,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div31.l5.w6,218346.0,,,,,,,,,,,,,,,,,
