estLocus,Nomen,Textus,LEMMA,LOCI CITE URN,ANNOTATOR INITIALS,CTS URN,SEQUENCE,,,,,,,,,,,,,,,,,
estlocus4,Oceanus,Oceanus Scythico balaenis aequore iunctis,LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l6.w1,981047.0,,,,,,,,,,,,,,,,,
estlocus1,Scythico,Oceanus Scythico balaenis aequore iunctis,Scythicus,50701.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l6.w2,981051.0,,,,,,,,,,,,,,,,,
estlocus4,Orbe,"Orbe trahens , causa et tantae uenit ecce procellae :",LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l21.w1,981534.0,,,,,,,,,,,,,,,,,
estlocus4,Oceanoque,"Oceanoque fuga pulsae maria alta petebant ,",Oceanus,50677.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l23.w1,981604.0,,,,,,,,,,,,,,,,,
estlocus1,Orcadas,Orcadas et magnos rapiat fuga in aequora montes .,Orcades,50680.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l27.w1,981736.0,,,,,,,,,,,,,,,,,
estlocus4,Oceanus,"Tum pater Oceanus casum miseratus iniquum acerbum ,",LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l41.w3,982230.0,,,,,,,,,,,,,,,,,
estlocus4,Orcus,Diuulsam membris animam insaturabilis Orcus,Orcus,50681.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l43.w5,982322.0,,,,,,,,,,,,,,,,,
estlocus1,Stygiis,Deuorat ; haec Stygiis centum damnata per annos,Stygius,50706.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l44.w3,982343.0,,,,,,,,,,,,,,,,,
estlocus1,Dircaei,"Obtestor Phoebi et Dircaei Amphionis urbem ,",Dircaeus,50632.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l47.w4,982462.0,,,,,,,,,,,,,,,,,
estlocus1,Phlegethonta,Phlegethonta,Phlegethon,50691.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l53.app.rdg2.w,982710.0,,,,,,,,,,,,,,,,,
estlocus1,Phlegetonta,Phlegetonta,Phlegethon,50691.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l53.app.rdg3.w,982719.0,,,,,,,,,,,,,,,,,
estlocus1,Olympo,"Tu uotis fruere fruerere tuis , foret alter Olympo",Olympus,50679.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l61.w6,983027.0,,,,,,,,,,,,,,,,,
estlocus1,Saturnia,"Iuppiter Alcides , Saturnia regna redirent .",LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l62.w3,983048.0,,,,,,,,,,,,,,,,,
estlocus1,Acherontis,Sed si uictorem spoliis Acherontis iniqui,Acheron,50602.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l63.w5,983085.0,,,,,,,,,,,,,,,,,
estlocus1,Arcada,Sarcophagi : uolucrem mihi Iuppiter Arcada caelo,LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l66.w5,983188.0,,,,,,,,,,,,,,,,,
estlocus4,Ditem,"Demittet , uincat linguae qui fulmine Ditem",LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l67.w6,983225.0,,,,,,,,,,,,,,,,,
estlocus1,Stygiae,Proripit Alcides Stygiae se ad stagna paludis .,Stygius,50706.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l71.w3,983369.0,,,,,,,,,,,,,,,,,
estlocus4,Ditis,Sospes et ad dominam Ditis sua munera ferre .,Dis,50633.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l87.w5,983955.0,,,,,,,,,,,,,,,,,
estlocus1,Cyllenis,Cyllenis fidibus uoces imitata canentis .,Cyllene,50626.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l95.w1,984191.0,,,,,,,,,,,,,,,,,
estlocus1,Phlegeton,"Semina , quae Phlegeton dias produxit in oras ,",Phlegethon,50691.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l98.w3,984286.0,,,,,,,,,,,,,,,,,
estlocus1,Germanosque,Germanosque Ioues diuisaque regna canebat .,LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l99.w1,984315.0,,,,,,,,,,,,,,,,,
estlocus1,Rhodopeius,"Talia dum cantu celebrat Rhodopeius Orpheus ,",Rhodopeius,50698.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l100.w5,984360.0,,,,,,,,,,,,,,,,,
estlocus1,Acheronque,Bellides implerunt Acheronque obmutuit undis .,Acheron,50602.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l104.w3,984476.0,,,,,,,,,,,,,,,,,
estlocus1,Thyrintius,Quem contra breuibus fatur Thyrintius heros :,Tirynthius,50721.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l108.w5,984612.0,,,,,,,,,,,,,,,,,
estlocus1,Thracius,""" Thracius ad sedes Erebi descendere uates",Thracius,50718.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l109.w1,984633.0,,,,,,,,,,,,,,,,,
estlocus4,Erebi,""" Thracius ad sedes Erebi descendere uates",Erebus,50636.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l109.w4,984645.0,,,,,,,,,,,,,,,,,
estlocus4,Ditis,Fas mihi sit patrui sedes inuisere Ditis ? !,LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l113.w7,984781.0,,,,,,,,,,,,,,,,,
estlocus4,Erebi,Iussit adire domos Erebi Stygiamque paludem,Erebus,50636.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l115.w4,984847.0,,,,,,,,,,,,,,,,,
estlocus1,Stygiamque,Iussit adire domos Erebi Stygiamque paludem,Stygius,50706.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l115.w5,984851.0,,,,,,,,,,,,,,,,,
estlocus1,Tartara,Quod statuit ferri ipsa sibi sub Tartara munus,Tartarus,50714.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l124.w7,985184.0,,,,,,,,,,,,,,,,,
estlocus1,Tartarei,Tartarei : hanc longo suspendit porticus arcu,Tartareus,50714.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l141.w1,985741.0,,,,,,,,,,,,,,,,,
estlocus4,Ditis,Ditis,Dis,50633.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l145.app.rdg2.w,985919.0,,,,,,,,,,,,,,,,,
estlocus1,Stygias,Quo Stygias prostratus aquas custodit et alta,Stygius,50706.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l149.w2,986061.0,,,,,,,,,,,,,,,,,
estlocus1,Nemeaeo,Nudatumque clepit Nemeaeo tegmine corpus,Nemeaeus,50671.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l160.w3,986424.0,,,,,,,,,,,,,,,,,
estlocus4,Ditis,Ille fuga uersus petit alta sedilia Ditis .,Dis,50633.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l165.w7,986589.0,,,,,,,,,,,,,,,,,
estlocus1,Chaonius,Vt quum Chaonius quondam latrator euntis,Chaonius,50622.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l166.w3,986610.0,,,,,,,,,,,,,,,,,
estlocus1,Stygii,Quum Iouis ante thronum Stygii collabitur atque,Stygius,50706.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l176.w5,986936.0,,,,,,,,,,,,,,,,,
estlocus1,Maurum,"Implicat , Assacheus ueluti draco sanguine Maurum",Mauri,50662.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l180.w6,987060.0,,,,,,,,,,,,,,,,,
estlocus1,Stygias,Et Stygias seruare domos dedit arbiter Orci .,Stigius,50706.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l186.w2,987258.0,,,,,,,,,,,,,,,,,
estlocus4,Orci,Et Stygias seruare domos dedit arbiter Orci .,Orcus,50681.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l186.w7,987278.0,,,,,,,,,,,,,,,,,
estlocus1,Acheronte,"Pressa Acheronte truci , quae proelia uoce cieret",Acheron,50602.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l188.w2,987324.0,,,,,,,,,,,,,,,,,
estlocus1,Stygii,"Inflauit , Stygii quo protinus ardua regni",Stygius,50706.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l191.w2,987431.0,,,,,,,,,,,,,,,,,
estlocus1,Elysium,"Sensit et Elysium longe nemus , audiit omnis",Elysium,50634.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l193.w3,987493.0,,,,,,,,,,,,,,,,,
estlocus1,Aetnam,Pluto gerat uetitisque petat procursibus Aetnam .,Aetna,50604.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l200.w6,987736.0,,,,,,,,,,,,,,,,,
estlocus1,Cantabria,"Pectora turbabat , ueluti Cantabria cautes",Cantaber,50618.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l202.w4,987794.0,,,,,,,,,,,,,,,,,
estlocus4,Oceani,"Oceani , scopulis sed firma sonantibus haeret",Oceanus,50677.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l204.w1,987836.0,,,,,,,,,,,,,,,,,
estlocus4,Erebi,""" O mihi bellorum comites , Erebi effera proles ,",Erebus,50636.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l227.w5,988619.0,,,,,,,,,,,,,,,,,
estlocus1,Inarimes,Inarimes quique Enceladum subiecimus Aetnae,Inarime,50651.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l232.w1,988768.0,,,,,,,,,,,,,,,,,
estlocus1,Aetnae,Inarimes quique Enceladum subiecimus Aetnae,Aetna,50604.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l232.w5,988784.0,,,,,,,,,,,,,,,,,
estlocus1,Phlegraea,Atque tot anguipedes Phlegraea ualle Gigantas,Phlegraeus,50692.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l233.w4,988805.0,,,,,,,,,,,,,,,,,
estlocus1,Ossa,Fulmine et excussa lapsos obtriuimus Ossa .,Ossa,50682.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l234.w6,988842.0,,,,,,,,,,,,,,,,,
estlocus1,Stygia,Scilicet ignaui Stygia torpebimus aula,Stygius,50706.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l240.w3,989072.0,,,,,,,,,,,,,,,,,
estlocus1,Auerni,Nunc igitur ne fama prior neu clarus Auerni,Avernus,50614.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l245.w8,989249.0,,,,,,,,,,,,,,,,,
estlocus1,Olympum,Fert quaeque aetherium subter nascuntur Olympum !,Olympus,50679.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l249.w6,989381.0,,,,,,,,,,,,,,,,,
estlocus1,Cocyti,Sed neque Cocyti nox importuna nec Orci,Cocytus,50623.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l257.w3,989645.0,,,,,,,,,,,,,,,,,
estlocus4,Orci,Sed neque Cocyti nox importuna nec Orci,Orcus,50681.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l257.w7,989661.0,,,,,,,,,,,,,,,,,
estlocus4,Orcus,Iamque nouem uenit quo cingitur orbibus Orcus,Orcus,50681.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l263.w7,989859.0,,,,,,,,,,,,,,,,,
estlocus4,Ditis,Clamosumque forum nigram stat Ditis ad aulam,Dis,50633.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l264.w5,989884.0,,,,,,,,,,,,,,,,,
estlocus1,Gnosius,Gnosius et residens celsa quaesitor in arce,Gnosius,50641.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l265.w1,989901.0,,,,,,,,,,,,,,,,,
estlocus1,Olympi,"Quis deus haec superi praedicere posset Olympi ,",Olympus,50679.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l271.w7,990151.0,,,,,,,,,,,,,,,,,
estlocus1,Stygiae,Thaesea quom Stygiae uinctum duxere cateruae ;,Stygius,50706.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l281.w3,990489.0,,,,,,,,,,,,,,,,,
estlocus1,Gnosiaci,Me quoque Gnosiaci qui quaesitoris acerbum,Gnosiacus,50641.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l283.w3,990555.0,,,,,,,,,,,,,,,,,
estlocus1,Tartareis,Eripe Tartareis miserandum Thaesea uinclis !,Tartareus,50714.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l286.w2,990650.0,,,,,,,,,,,,,,,,,
estlocus1,Olympum,"Scandit ad aetherium tecum sublimis Olympum . """,Olympus,50679.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l290.w6,990814.0,,,,,,,,,,,,,,,,,
estlocus1,Auernus,"Iam pridem cupio , nec me crassator Auernus",Avernus,50614.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l298.w7,991102.0,,,,,,,,,,,,,,,,,
estlocus4,Orcus,"Cingitur Orcus inops , quid claudit machina tanta ? """,Orcus,50681.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l303.w2,991275.0,,,,,,,,,,,,,,,,,
estlocus1,Phlegyae,Quoi Phlegyae genus inuiso de sanguine Martis :,LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l304.w2,991320.0,,,,,,,,,,,,,,,,,
estlocus1,Idalio,Idalio saltu : hic miseros amor urit amantes .,Idalium,50648.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l318.w1,991754.0,,,,,,,,,,,,,,,,,
estlocus1,Lapitum,""" Rex Lapitum , armisoni proles a sanguine Martis ,",LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l331.w2,992219.0,,,,,,,,,,,,,,,,,
estlocus1,Tartareum,Tantane Tartareum tenet inclaementia regem ?,Tartareus,50714.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div2.l334.w2,992326.0,,,,,,,,,,,,,,,,,
estlocus1,RACVSAEI,IACOBI BONI RACVSAEI CHRISTI SVB FIGVRA HERCVLIS PRAELVDIVM DEDICATVM LEONI X PONT. MAX. LIBER TERTIVS : EVPHROSYNA,LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.head.w3,992543.0,,,,,,,,,,,,,,,,,
estlocus1,Olympi,""" Principio architenens excelsi rector Olympi ,",Olympus,50679.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l1.w5,992624.0,,,,,,,,,,,,,,,,,
estlocus4,Orcum,"Alter monstrat iter , caligantem alter ad Orcum .",Orcus,50681.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l13.w7,993064.0,,,,,,,,,,,,,,,,,
estlocus1,Olympo,Ignaros homines a summo auertit Olympo,Olympus,50679.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l19.w6,993270.0,,,,,,,,,,,,,,,,,
estlocus1,Acheronte,Impius ex atro sontes Acheronte satelles,Acheron,50602.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l25.w5,993480.0,,,,,,,,,,,,,,,,,
estlocus1,Stygios,Tramitibus uariis Stygios merguntur in ignes .,Stygius,50706.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l38.w3,993925.0,,,,,,,,,,,,,,,,,
estlocus4,Dictaei,Dictaei fratres saeuas Acherontis habenas,Dictaeus,50632.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l43.w1,994094.0,,,,,,,,,,,,,,,,,
estlocus1,Acherontis,Dictaei fratres saeuas Acherontis habenas,Acheron,50602.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l43.w4,994106.0,,,,,,,,,,,,,,,,,
estlocus4,Ditis,Imperiumque tenent umbrarum atque impia Ditis,Dis,50633.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l44.w6,994139.0,,,,,,,,,,,,,,,,,
estlocus1,Europae,"Aeacus Europae gentes , Rhadamantus Eoas",Europa,26446.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l46.w2,994189.0,,,,,,,,,,,,,,,,,
estlocus1,Eoas,"Aeacus Europae gentes , Rhadamantus Eoas",LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l46.w5,994205.0,,,,,,,,,,,,,,,,,
estlocus1,Asiam,"Iudicat atque Asiam magnam , peccataque Minos",Asia,38242.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l47.w3,994222.0,,,,,,,,,,,,,,,,,
estlocus1,Phlegeton,"En quae castra uomit Phlegeton , quod Tartarus agmen",Phlegethon,50691.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l64.w5,994779.0,,,,,,,,,,,,,,,,,
estlocus1,Tartarus,"En quae castra uomit Phlegeton , quod Tartarus agmen",Tartarus,50714.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l64.w7,994791.0,,,,,,,,,,,,,,,,,
estlocus1,Phlegyda,""" O Phlegyda "" , Alcides inquit , "" quid tanta gerat uis ? """,LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l66.w2,994857.0,,,,,,,,,,,,,,,,,
estlocus1,Stygiae,Et Stygiae dant signa canes . Quis nube cruenta,Stygius,50706.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l68.w2,994943.0,,,,,,,,,,,,,,,,,
estlocus4,Orcum,Ductor erat ? Quo tanta lues inuaserit Orcum,Orcus,50681.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l69.w7,995008.0,,,,,,,,,,,,,,,,,
estlocus4,Pimplea,Diua mihi Pimplea refer ! - - - Dux agmine Pluto,Pimpleus,50694.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l70.w3,995025.0,,,,,,,,,,,,,,,,,
estlocus1,Tartareis,Tempora Tartareis ardentque in uertice cristae .,Tartareus,50714.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l73.w2,995132.0,,,,,,,,,,,,,,,,,
estlocus1,Acherontis,Mille deos Acherontis agit . Hinc arduus instat,Acheron,50602.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l76.w3,995243.0,,,,,,,,,,,,,,,,,
estlocus1,Laeuiathan,"Laeuiathan , crines flauos arrectaque pulchrae",LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l77.w1,995272.0,,,,,,,,,,,,,,,,,
estlocus1,Olympo,"Aetherii , diuos summo formauit Olympo .",Olympus,50679.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l86.w5,995605.0,,,,,,,,,,,,,,,,,
estlocus4,Luna,Nondum Luna nothos agitabat candida currus,Luna,50659.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l87.w2,995622.0,,,,,,,,,,,,,,,,,
estlocus1,Puniceo,Puniceo ille Satan surgebat Lucifer ortu .,LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l89.w1,995684.0,,,,,,,,,,,,,,,,,
estlocus1,Olympo,"Et summi mens alta dei , quo maior Olympo",Olympus,50679.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l92.w8,995819.0,,,,,,,,,,,,,,,,,
estlocus1,Olympi,"Sustollam super astra deoque aequabor Olympi . """,Olympus,50679.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l104.w6,996215.0,,,,,,,,,,,,,,,,,
estlocus1,Acheronta,Aera per tenuem praeceps Acheronta sub imum,Acheron,50602.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l111.w5,996450.0,,,,,,,,,,,,,,,,,
estlocus4,Orcus,"Quos rabies aeterna tenet , quos Orcus et aer",Orcus,50681.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l113.w6,996520.0,,,,,,,,,,,,,,,,,
estlocus1,Stygii,Postquam autem Stygii tempestas atra tyranni,Stygius,50706.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l115.w3,996586.0,,,,,,,,,,,,,,,,,
estlocus1,Perrhebi,Qualis Apollineo Perrhebi uertice Pindi,Perrhebus,50689.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l120.w3,996751.0,,,,,,,,,,,,,,,,,
estlocus1,Pindi,Qualis Apollineo Perrhebi uertice Pindi,Pindus,50695.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l120.w5,996759.0,,,,,,,,,,,,,,,,,
estlocus1,Nesti,Quum leo descendit poturus flumina Nesti,Nestus,50672.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l121.w6,996788.0,,,,,,,,,,,,,,,,,
estlocus4,Acheloe,"Seu fontes , Acheloe , tuos , si conspicit arma",Achelous,50601.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l122.w3,996809.0,,,,,,,,,,,,,,,,,
estlocus1,Getas,"Bellaces inferre Getas , fremit arduus , armi",Getae,50640.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l123.w3,996850.0,,,,,,,,,,,,,,,,,
estlocus4,Dis,"Dis pater , ignitis produnt quae faucibus alta",LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l128.w1,997035.0,,,,,,,,,,,,,,,,,
estlocus1,Taenara,"Taenara et Aetnaeis torrens Vulcanus ab antris ,",Taenarum,50710.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l129.w1,997072.0,,,,,,,,,,,,,,,,,
estlocus1,Aetnaeis,"Taenara et Aetnaeis torrens Vulcanus ab antris ,",Aetnaeus,50606.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l129.w3,997080.0,,,,,,,,,,,,,,,,,
estlocus4,Vulcanus,"Taenara et Aetnaeis torrens Vulcanus ab antris ,",LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l129.w5,997088.0,,,,,,,,,,,,,,,,,
estlocus4,Orci,Faucibus e mediis mediisque ex ignibus Orci,Orcus,50681.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l142.w7,997509.0,,,,,,,,,,,,,,,,,
estlocus1,Tartareas,Tartareas audere et contra daemonas omnes .,Tartareus,50714.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l144.w1,997543.0,,,,,,,,,,,,,,,,,
estlocus1,Stygii,Tunc ambage noua Stygii timor iraque mentem,Stygius,50706.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l145.w4,997588.0,,,,,,,,,,,,,,,,,
estlocus4,Diti,"Alcidae magni , Diti quoque cognita summi",LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l150.w3,997745.0,,,,,,,,,,,,,,,,,
estlocus1,Infernaeque,"Infernaeque domus , quo tempore matris ab aluo",LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l154.w1,997849.0,,,,,,,,,,,,,,,,,
estlocus1,Olympi,Prodiit et uenit dii sub lumen Olympi .,Olympus,50679.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l155.w7,997910.0,,,,,,,,,,,,,,,,,
estlocus4,Pylium,Praeterea Pylium nec adhuc aboleuerat ulcus,Pylius,50696.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l156.w2,997927.0,,,,,,,,,,,,,,,,,
estlocus1,Acherontis,Herculis aufugit moestas Acherontis in aedes .,Acheron,50602.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l160.w4,998063.0,,,,,,,,,,,,,,,,,
estlocus1,Tegeaeus,"Nec Tegeaeus Aper , nec quos puer enecat angues",Tegeaeus,50717.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l170.w2,998437.0,,,,,,,,,,,,,,,,,
estlocus4,Orco,Scilicet in terris meruit . Non protinus Orco,Orcus,50681.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l173.w7,998568.0,,,,,,,,,,,,,,,,,
estlocus1,Sami,Nam regina Sami partu sub uentre retento,Samus,50699.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l181.w3,998836.0,,,,,,,,,,,,,,,,,
estlocus1,Bistonio,"Te quoque Bistonio qui quadrupedante superbis ,",LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l185.w3,998980.0,,,,,,,,,,,,,,,,,
estlocus1,Pergameis,Cuspide Pergameis perfodit lancea campis .,Pergameus,50688.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l187.w2,999038.0,,,,,,,,,,,,,,,,,
estlocus4,Cypria,"Cypria diua , geris candenti in corpore uulnus . """,Cyprius,50629.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l189.w1,999100.0,,,,,,,,,,,,,,,,,
estlocus4,Ditis,"Ardescunt animi Ditis , procul exulat omnis",LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l191.w3,999190.0,,,,,,,,,,,,,,,,,
estlocus1,Olympus,"Quantus Olympus , Athos quantus , uel nubifer Atlas",Olympus,50679.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l194.w2,999289.0,,,,,,,,,,,,,,,,,
estlocus1,Athos,"Quantus Olympus , Athos quantus , uel nubifer Atlas",Athos,50611.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l194.w3,999297.0,,,,,,,,,,,,,,,,,
estlocus4,Atlas,"Quantus Olympus , Athos quantus , uel nubifer Atlas",Atlas,50612.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l194.w7,999317.0,,,,,,,,,,,,,,,,,
